gene	cell_type	stage	gene_name	common_name	og	pfam	expression_fc	expression_umifrac	gene_score	zscore	motif	id	target_gene	target_gene_name	target_common_name	target_og	target_pfam	target_expression_fc	target_expression_umifrac	target_gene_score	target_accessibility	motif_score	peak_tf_correlation_score	in_silico_chip_score	exp_thrs	acc_thrs	target_self	target_TF	target_active_TF
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001635277.3	""	""	HLH.HG1.62:like:HES5/HES7	HLH/Hairy_orange	2.22096688928557	0.0736536622336508	1.98800375880082	4.12159672207458	0.82	0.2	0.14	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032387186.2	Snai2	SnailA	zf-C2H2.HG7.5:SNAI1/SNAI2/SNAI3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	1.80695726372554	0.0447262420210387	4.22084535357308	0.592682079171622	0.8	0.24	0.13	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032383979.2	""	""	P53.HG1.4:TP53/TP63/TP73	P53	1.95944108321153	0.0858921861697559	1.88273210661939	0.745441273796708	0.6	0.4725	0.2125	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032383979.2	""	""	P53.HG1.4:TP53/TP63/TP73	P53	1.95944108321153	0.0858921861697559	1.88273210661939	0.745441273796708	0.69	0.4725	0.2125	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032383979.2	""	""	P53.HG1.4:TP53/TP63/TP73	P53	1.95944108321153	0.0858921861697559	1.88273210661939	0.745441273796708	0.73	0.4725	0.2125	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001625998.3	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	1.64171167214183	0.0356029787232149	4.84799403966595	0.605384212309611	0.72	0.39	0.2	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_048724012.1	Gli2/Gli3/Gli1	""	zf-C2H2.HG4.10:GLI1/GLI2/GLI3	zf-C2H2/zf-C2H2/zf-C2H2	1.89590372089968	0.0567422473401237	4.60173507966225	1.65681541860034	0.86	0.69	0.35	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_048724012.1	Gli2/Gli3/Gli1	""	zf-C2H2.HG4.10:GLI1/GLI2/GLI3	zf-C2H2/zf-C2H2/zf-C2H2	1.89590372089968	0.0567422473401237	4.60173507966225	1.65681541860034	0.58	0.69	0.35	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032374843.2	Tbx10/Tbx1	Tbx1/10-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	1.94086439548503	0.0567422473401237	5.02463234078761	0.822016450851308	0.61	0.53	0.23	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	1.11227711323178	0.63	0.47	0.23	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032374843.2	Tbx10/Tbx1	Tbx1/10-1	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	1.94086439548503	0.0567422473401237	5.02463234078761	0.822016450851308	0.63	0.53	0.23	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001636155.3	Sox17/Sox18/Sox7	NvSoxF1	HMGbox_Sox.HG1.16:like:PINX1/SOX7/SOX17/SOX18	HMG_box	1.74889608976024	0.0567422473401237	2.83380090977764	1.58324829774834	0.58	0.51	0.23	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032378048.2	Nr2f1/Nr2f2/Nr2f6	""	zf-C4_Nuclear_receptors.HG1.31:NR2F1/NR2F2	zf-C4/Hormone_recep	2.28688900051258	0.115487162233428	1.84610233774907	1.70138885376627	0.61	0.445	0.205	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032378048.2	Nr2f1/Nr2f2/Nr2f6	""	zf-C4_Nuclear_receptors.HG1.31:NR2F1/NR2F2	zf-C4/Hormone_recep	2.28688900051258	0.115487162233428	1.84610233774907	1.70138885376627	0.65	0.445	0.205	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032379688.2	""	NVHD033-ANTP	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	1.62612154953973	0.0347129042551345	2.04716002972636	0.0607938969165316	0.69	0.33	0.16	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	4.66595554848589	0.825766587761565	1.7042723825647	1.6615811436482	0.6	0.5325	0.29	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	4.66595554848589	0.825766587761565	1.7042723825647	1.6615811436482	0.8	0.5325	0.29	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	4.66595554848589	0.825766587761565	1.7042723825647	1.6615811436482	0.78	0.5325	0.29	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	4.66595554848589	0.825766587761565	1.7042723825647	1.6615811436482	0.73	0.5325	0.29	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032367127.2	""	""	bZIP.HG2.10:DBP/HLF/TEF	bZIP_2	1.8843778312753	0.0647529175528471	1.20617131289334	1.14501909377988	0.63	0.49	0.23	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032381908.2	""	Hand2	HLH.HG1.66:like:HAND1/HAND2	HLH	2.03220641997227	0.0585223962762845	3.31549470710252	0.543648160384769	0.57	0.48	0.19	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_001627136.3	gastro_parietal_muscle	adult	Tbx10/Tbx1	Tbx1/10-2	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	2.18231221496556	0.0665330664890078	6.6028271059019	18.0666626233206	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001627136.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001633995.3	Irx6	""	Homeodomains.HG3.22:IRX1/IRX2/IRX3/IRX4/IRX5/IRX6/MKX	Homeobox_KN	1.7569768236495	0.137516505318417	1.11282277418366	0.281617639853413	0.74	0.22	0.12	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_032379348.2	gastro_parietal_muscle	adult	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	1.85408978526464	0.0554071356380032	1.61657181561215	15.8979904309767	ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379348.2__ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032383979.2	""	""	P53.HG1.4:TP53/TP63/TP73	P53	1.95944108321153	0.0858921861697559	1.88273210661939	0.186498560359353	0.99	0.206666666666667	0.126666666666667	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_032379348.2	gastro_parietal_muscle	adult	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	1.85408978526464	0.0554071356380032	1.61657181561215	15.8979904309767	ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379348.2__ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_048724012.1	Gli2/Gli3/Gli1	""	zf-C2H2.HG4.10:GLI1/GLI2/GLI3	zf-C2H2/zf-C2H2/zf-C2H2	1.89590372089968	0.0567422473401237	4.60173507966225	1.99058577397044	0.99	0.34	0.25	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_032379348.2	gastro_parietal_muscle	adult	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	1.85408978526464	0.0554071356380032	1.61657181561215	15.8979904309767	ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379348.2__ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032386464.2	Id1/Id3/Id2/Id4	""	HLH.HG1.51:ID1/ID2/ID3/ID4	HLH	1.76178369726858	0.0469514281912396	3.42024209990033	0.867930743309498	0.99	0.17	0.14	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_032379348.2	gastro_parietal_muscle	adult	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	1.85408978526464	0.0554071356380032	1.61657181561215	15.8979904309767	ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379348.2__ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_001636155.3	Sox17/Sox18/Sox7	NvSoxF1	HMGbox_Sox.HG1.16:like:PINX1/SOX7/SOX17/SOX18	HMG_box	1.74889608976024	0.0567422473401237	2.83380090977764	2.03586476110464	0.99	0.325	0.24	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_032379348.2	gastro_parietal_muscle	adult	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	1.85408978526464	0.0554071356380032	1.61657181561215	15.8979904309767	ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379348.2__ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032384789.2	Myrf/Myrfl	""	Ndt80_PhoG.HG1.0:MYRF/MYRFL	NDT80_PhoG/Peptidase_S74/MRF_C1/MRF_C2	1.66561437172377	0.0356029787232149	5.54947672506316	1.66842342732439	0.99	0.27	0.19	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_032379348.2	gastro_parietal_muscle	adult	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	1.85408978526464	0.0554071356380032	1.61657181561215	15.8979904309767	ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379348.2__ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379688.2	""	NVHD033-ANTP	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	1.62612154953973	0.0347129042551345	2.04716002972636	0.113941847211903	0.99	0.25	0.19	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_032379348.2	gastro_parietal_muscle	adult	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	1.85408978526464	0.0554071356380032	1.61657181561215	15.8979904309767	ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379348.2__ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379348.2	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	1.85408978526464	0.0554071356380032	1.61657181561215	0.0611048291003321	0.99	0.37	0.23	1.4	0.0347678899850579	TRUE	TRUE	TRUE
Nvec_vc1.1_XM_032379348.2	gastro_parietal_muscle	adult	""	""	Homeodomains.HG2.72:like:DMBX1	Homeodomain	1.85408978526464	0.0554071356380032	1.61657181561215	15.8979904309767	ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_032379348.2__ARCH636_Six1/_Six3/Six6_Six...	Nvec_vc1.1_XM_001625950.3	Foxc2/Foxc1	FoxC	Forkhead.HG1.10:FOXC1/FOXC2	Forkhead	1.73272383611691	0.0458388351061392	4.25491759053402	1.01433267484455	0.99	0.16	0.11	1.4	0.0347678899850579	TRUE	TRUE	FALSE
Nvec_vc1.1_XM_032381908.2	gastro_parietal_muscle	adult	""	Hand2	HLH.HG1.66:like:HAND1/HAND2	HLH	2.03220641997227	0.0585223962762845	3.31549470710252	11.655926782719	ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_032381908.2__ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_032383979.2	""	""	P53.HG1.4:TP53/TP63/TP73	P53	1.95944108321153	0.0858921861697559	1.88273210661939	0.143244136383303	0.78	0.19	0.11	1.4	0.0347678899850579	FALSE	TRUE	FALSE
Nvec_vc1.1_XM_032381908.2	gastro_parietal_muscle	adult	""	Hand2	HLH.HG1.66:like:HAND1/HAND2	HLH	2.03220641997227	0.0585223962762845	3.31549470710252	11.655926782719	ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_032381908.2__ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_001636155.3	Sox17/Sox18/Sox7	NvSoxF1	HMGbox_Sox.HG1.16:like:PINX1/SOX7/SOX17/SOX18	HMG_box	1.74889608976024	0.0567422473401237	2.83380090977764	1.58324829774834	0.72	0.35	0.2	1.4	0.0347678899850579	FALSE	TRUE	FALSE
Nvec_vc1.1_XM_032381908.2	gastro_parietal_muscle	adult	""	Hand2	HLH.HG1.66:like:HAND1/HAND2	HLH	2.03220641997227	0.0585223962762845	3.31549470710252	11.655926782719	ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_032381908.2__ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	4.66595554848589	0.825766587761565	1.7042723825647	0.542291470368758	0.72	0.246666666666667	0.13	1.4	0.0347678899850579	FALSE	TRUE	TRUE
Nvec_vc1.1_XM_032381908.2	gastro_parietal_muscle	adult	""	Hand2	HLH.HG1.66:like:HAND1/HAND2	HLH	2.03220641997227	0.0585223962762845	3.31549470710252	11.655926782719	ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_032381908.2__ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	4.66595554848589	0.825766587761565	1.7042723825647	0.542291470368758	0.71	0.246666666666667	0.13	1.4	0.0347678899850579	FALSE	TRUE	TRUE
Nvec_vc1.1_XM_032381908.2	gastro_parietal_muscle	adult	""	Hand2	HLH.HG1.66:like:HAND1/HAND2	HLH	2.03220641997227	0.0585223962762845	3.31549470710252	11.655926782719	ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_032381908.2__ARCH779_Twist2/Twist1	Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	4.66595554848589	0.825766587761565	1.7042723825647	0.542291470368758	0.8	0.246666666666667	0.13	1.4	0.0347678899850579	FALSE	TRUE	TRUE
Nvec_vc1.1_XM_001629218.3	gastro_parietal_muscle	adult	""	TBX20	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	1.44302983736277	0.0238094920211499	3.72944553635151	7.97544676913836	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001629218.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001635277.3	""	""	HLH.HG1.62:like:HES5/HES7	HLH/Hairy_orange	2.22096688928557	0.0736536622336508	1.98800375880082	4.12159672207458	0.82	0.19	0.13	1.4	0.0347678899850579	FALSE	TRUE	FALSE
Nvec_vc1.1_XM_001629218.3	gastro_parietal_muscle	adult	""	TBX20	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	1.44302983736277	0.0238094920211499	3.72944553635151	7.97544676913836	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001629218.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_048724012.1	Gli2/Gli3/Gli1	""	zf-C2H2.HG4.10:GLI1/GLI2/GLI3	zf-C2H2/zf-C2H2/zf-C2H2	1.89590372089968	0.0567422473401237	4.60173507966225	1.99058577397044	0.86	0.2	0.13	1.4	0.0347678899850579	FALSE	TRUE	TRUE
Nvec_vc1.1_XM_001629218.3	gastro_parietal_muscle	adult	""	TBX20	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	1.44302983736277	0.0238094920211499	3.72944553635151	7.97544676913836	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001629218.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	4.66595554848589	0.825766587761565	1.7042723825647	2.71676241315637	0.8	0.22	0.13	1.4	0.0347678899850579	FALSE	TRUE	TRUE
Nvec_vc1.1_XM_001629218.3	gastro_parietal_muscle	adult	""	TBX20	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	1.44302983736277	0.0238094920211499	3.72944553635151	7.97544676913836	ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_001629218.3__ARCH862_Tbx18/Tbx22/Tbx15_T...	Nvec_vc1.1_XM_032380975.2	Erg/Fli1/Fev	""	Ets.HG1.5:ERF/ERFL/ERG/ETV3/ETV3L/FEV/FLI1	SAM_PNT/Ets	4.66595554848589	0.825766587761565	1.7042723825647	2.71676241315637	0.78	0.22	0.13	1.4	0.0347678899850579	FALSE	TRUE	TRUE
