cell_type	stage	gene	gene_name	common_name	og	pfam	expression_fc	expression_umifrac	gene_score	zscore	motif	id	target_self
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_001633541.3	""	""	Homeodomains.HG3.5:like:IRX1/IRX2/IRX3/IRX4/IRX5/IRX6/MKX/ONECUT1/ONECUT2/ONECUT3	SIX1_SD/Homeobox_KN	1	0	1.05999105235255	8.71568049264901	ARCH273_HOXD3	Nvec_vc1.1_XM_001633541.3__ARCH273_HOXD3	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_001634768.3	""	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain	1.00357520114776	0.00139571675463753	1.00554202520912	4.32535572598977	ARCH273_HOXD3	Nvec_vc1.1_XM_001634768.3__ARCH273_HOXD3	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_001641032.3	Nanog	""	Homeodomains.HG1.18:NANOG/NANOGP8	Homeodomain	1.3009401584031	0.0429182902051041	1.04701771963293	8.81357391971213	ARCH273_HOXD3	Nvec_vc1.1_XM_001641032.3__ARCH273_HOXD3	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_032378769.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	0.997038409607161	0	0.990303452933852	8.6815795928495	ARCH273_HOXD3	Nvec_vc1.1_XM_032378769.2__ARCH273_HOXD3	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_032378779.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	1.00690822005417	0.000697858377318765	1.09191783407477	8.67006795291258	ARCH273_HOXD3	Nvec_vc1.1_XM_032378779.2__ARCH273_HOXD3	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_048724756.1	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	1.00984891581634	0.00453607945257198	1.15494883350205	8.60992512204908	ARCH273_HOXD3	Nvec_vc1.1_XM_048724756.1__ARCH273_HOXD3	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_048733551.1	""	""	Homeodomains.HG1.5:like:AC004080.3/AC012531.3/BARHL1/BARHL2/BARX1/BARX2/BSX/CDX1/CDX2/CDX4/DBX1/DBX2/DLX1/DLX2/DLX3/DLX4/DLX5/DLX6/EMX1/EMX2/EN1/EN2/EVX1/EVX2/GBX1/GBX2/GSX1/GSX2/HHEX/HLX/HMX1/HMX2/HMX3/HOXA1/HOXA2/HOXA3/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB1/HOXB2/HOXB3/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD1/HOXD3/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13/LBX1/LBX2/MEOX1/MEOX2/MNX1/MSX1/MSX2/NANOG/NANOGP8/NKX1-1/NKX1-2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/NKX6-1/NKX6-2/NKX6-3/NOTO/PDX1/TLX1/TLX2/TLX3/VAX1/VAX2/VENTX	Homeodomain	1.001576261409	0.00139571675463753	1.00282613818162	8.68551525871492	ARCH273_HOXD3	Nvec_vc1.1_XM_048733551.1__ARCH273_HOXD3	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_032378152.2	Sox30	""	HMGbox_Sox.HG1.1:SOX30	HMG_box	1	0	1.12997225499696	4.88676640710466	ARCH716_/Sox4/Sox11_Sox13/S...	Nvec_vc1.1_XM_032378152.2__ARCH716_/Sox4/Sox11_Sox13/S...	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_001624941.3	Prdm14	""	zf-C2H2.HG19.1:PRDM14	zf-C2H2/zf-C2H2/zf-C2H2	0.997194585018083	0.00104678756597815	1.07301541147952	4.85666468925812	ARCH470_Snai2	Nvec_vc1.1_XM_001624941.3__ARCH470_Snai2	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_001631543.3	Creb3l3//Creb3l4	""	bZIP.HG1.15:CREB3/CREB3L1/CREB3L2/CREB3L3/CREB3L4	bZIP_1	1.03137802418979	0.217731813723455	1.05902332540756	8.04169178334634	ARCH1612_Atf7/Gm28047/Creb5...	Nvec_vc1.1_XM_001631543.3__ARCH1612_Atf7/Gm28047/Creb5...	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_032382395.2	Tgif1/Tgif2	""	Homeodomains.HG3.34:TGIF1	Homeobox_KN	2.82195854330275	0.475939413331398	1.00504242544043	5.00719542676706	ARCH1502_Meis3/Meis2/Meis1_...	Nvec_vc1.1_XM_032382395.2__ARCH1502_Meis3/Meis2/Meis1_...	FALSE
cnidocyte_gastrula	gastrula	Nvec_vc1.1_XM_001631763.3	""	PaxA	Homeodomains.HG2.49:like:PAX1/PAX9	PAX	2.21096853780394	0.14724811761426	4.31038925790605	6.75369801283217	ARCH1423_M11209_2.00	Nvec_vc1.1_XM_001631763.3__ARCH1423_M11209_2.00	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_001634505.3	Foxa3/Foxa1/Foxa2	FoxA	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead_N/Forkhead/HNF_C	2.58088835499758	0.50296356475218	6.49036379562991	5.54156601572214	ARCH1291_Fox:Ebox	Nvec_vc1.1_XM_001634505.3__ARCH1291_Fox:Ebox	TRUE
digestive_filaments_1	adult	Nvec_vc1.1_XM_001633762.3	""	""	HMGbox_Sox.HG1.37:like:SSRP1	HMG_box/HMG_box	1.58487013213006	1.2636646776112	1.14402991404398	4.03475358655734	ARCH1177_/Sox4/Sox11_Sox13/...	Nvec_vc1.1_XM_001633762.3__ARCH1177_/Sox4/Sox11_Sox13/...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_048728051.1	""	""	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead	1.09736267781005	0.0141797356563633	1.15679377382116	4.9841294510698	ARCH895_Foxn4/Foxn1	Nvec_vc1.1_XM_048728051.1__ARCH895_Foxn4/Foxn1	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_001632947.3	Sox3/Sox2	NvSoxB1	HMGbox_Sox.HG1.35:SOX1/SOX2/SOX3/SOX14/SOX21	HMG_box/SOXp	1.12844455114198	0.0717327803792496	1.45551355056993	5.88674060908424	ARCH67_Oct4:Sox17	Nvec_vc1.1_XM_001632947.3__ARCH67_Oct4:Sox17	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_001634956.3	Gsc2/Gsc//Obox1/Obox7/Obox2	""	Homeodomains.HG2.43:GSC/GSC2	Homeodomain	1.18800664697821	0.0300276755075928	1.0540580201367	7.34830981925735	ARCH1633_M02161_2.00	Nvec_vc1.1_XM_001634956.3__ARCH1633_M02161_2.00	TRUE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032362387.2	Dmrt2	""	Doublesex_DM.HG1.13:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA	1.12111847461423	0.0166820419486627	0.964179600849402	8.16317383764115	ARCH28_Dmrt2_Dmrtc2	Nvec_vc1.1_XM_032362387.2__ARCH28_Dmrt2_Dmrtc2	TRUE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032366602.2	Elf3/Ehf/Elf5	""	Ets.HG1.11:EHF/ELF3/ELF5	SAM_PNT/Ets	1.42040544490753	0.119276599932938	1.94929777749188	5.21544169869592	ARCH584_Elf3/Ehf/Elf5_Erg/F...	Nvec_vc1.1_XM_032366602.2__ARCH584_Elf3/Ehf/Elf5_Erg/F...	TRUE
digestive_filaments_1	adult	Nvec_vc1.1_XM_001641660.3	Pitx3/Pitx2/Pitx1	""	Homeodomains.HG2.64:PITX1/PITX2/PITX3	Homeodomain	1.73795055065447	0.141797356563633	8.12129193541273	12.3335030186606	ARCH1437_	Nvec_vc1.1_XM_001641660.3__ARCH1437_	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_048733498.1	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4	1.03236235933387	0.037534594384491	1.10582432507757	5.75557639663123	ARCH153_Msantd2_Rcor1/Rcor2...	Nvec_vc1.1_XM_048733498.1__ARCH153_Msantd2_Rcor1/Rcor2...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032383948.2	Gbx1/Gbx2	""	Homeodomains.HG1.57:GBX1/GBX2	Homeodomain	1.17965904666755	0.025023062922994	1.94885919383591	5.27417326893657	ARCH1437_	Nvec_vc1.1_XM_032383948.2__ARCH1437_	TRUE
digestive_filaments_1	adult	Nvec_vc1.1_XM_001641552.3	""	""	Homeodomains.HG1.47:like:MSX1/MSX2	Homeodomain	1.19012466054006	0.0316958797024591	3.91842725106804	4.05071369506856	ARCH1437_	Nvec_vc1.1_XM_001641552.3__ARCH1437_	TRUE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032364605.2	""	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	1.42149386283611	0.0792396992561478	18.6887459016137	15.7333710163747	ARCH1336_Alx3/Alx4/Alx1_Bar...	Nvec_vc1.1_XM_032364605.2__ARCH1336_Alx3/Alx4/Alx1_Bar...	TRUE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032361849.2	""	""	Ets.HG1.2:ELK1/ELK3/ELK4	Ets	1.07316555340731	0.0341981859947585	1.20842704731956	9.58129575103565	ARCH572_Elf3/Ehf/Elf5_Erg/F...	Nvec_vc1.1_XM_032361849.2__ARCH572_Elf3/Ehf/Elf5_Erg/F...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032379400.2	""	""	Homeodomains.HG2.76:like:DMBX1	Homeodomain	1.10095715885249	0.0333640838973254	0.994087128589667	10.1157346870652	ARCH1440_Dmbx1_Gsc2/Gsc//Ob...	Nvec_vc1.1_XM_032379400.2__ARCH1440_Dmbx1_Gsc2/Gsc//Ob...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032375228.2	""	Rfx4	RFX.HG1.3:like:RFX4/RFX6/RFX8	RFX_DNA_binding	1.01460989975166	0.0141797356563633	6.96447612479223	4.72410254950077	ARCH1307_Rfx1/Rfx3/Rfx2_Rfx6	Nvec_vc1.1_XM_032375228.2__ARCH1307_Rfx1/Rfx3/Rfx2_Rfx6	TRUE
digestive_filaments_1	adult	Nvec_vc1.1_XM_048732532.1	Ets2/Ets1/Etv2	""	Ets.HG1.8:ETS1/ETS2	Ets	1.06842518172067	0.15430888802513	1.55919699564004	4.03910143664346	ARCH587_Elf3/Ehf/Elf5_Erg/F...	Nvec_vc1.1_XM_048732532.1__ARCH587_Elf3/Ehf/Elf5_Erg/F...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_048732398.1	""	""	E2F_TDP.HG1.4:E2F1/E2F2/E2F3/E2F6	E2F_TDP	1.0184954605362	0.0025023062922994	0.950200259835139	12.996124548833	ARCH394_/E2f4_E2f6_E2f8/E2f7	Nvec_vc1.1_XM_048732398.1__ARCH394_/E2f4_E2f6_E2f8/E2f7	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_048728399.1	Cebpd/Cebpe/Cebpa/Cebpb	""	bZIP.HG2.5:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP_2	1.05554850549851	0.00750691887689821	1.09613038451616	7.52252930674204	ARCH1224_Cebpd/Cebpe/Cebpa/...	Nvec_vc1.1_XM_048728399.1__ARCH1224_Cebpd/Cebpe/Cebpa/...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_048728853.1	""	""	Homeodomains.HG1.24:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	1.01354147636623	0.00583871468203194	2.23787311000424	11.7021172326463	ARCH304_Alx3/Alx4/Alx1_Barx...	Nvec_vc1.1_XM_048728853.1__ARCH304_Alx3/Alx4/Alx1_Barx...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032367023.2	""	""	Homeodomains.HG1.47:like:MSX1/MSX2	Homeodomain	1.29901871542615	0.0442074111639561	5.49626881267542	15.2526885626185	ARCH1437_	Nvec_vc1.1_XM_032367023.2__ARCH1437_	TRUE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032379394.2	""	""	Homeodomains.HG2.77:like:DMBX1	Homeodomain	1.06535030198697	0.0100092251691976	1.08699438196526	14.11586886565	ARCH1437_	Nvec_vc1.1_XM_032379394.2__ARCH1437_	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_048722754.1	Zfp1000//Zfp758/Zfp7/Gm21060/Zfp942/Zfp994/Zfp982/Zfp53/Zfp948/Zfp54/Zfp40/Zfp52/Zfp983/Zfp760/Zfp229/Zfp784	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_11/zf-C2H2/zf-C2H2	1.03083726626447	0.00417051048716567	1.04758129817641	5.27943978131778	ARCH828_Zfp1000//Zfp758/Zfp...	Nvec_vc1.1_XM_048722754.1__ARCH828_Zfp1000//Zfp758/Zfp...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032364903.2	""	""	zf-C2H2.HG1.57:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2	1.05226418729498	0.0166820419486627	0.900829622481862	6.70058970795099	ARCH1345_Gfi1b/Gfi1	Nvec_vc1.1_XM_032364903.2__ARCH1345_Gfi1b/Gfi1	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032371093.2	Zfp7/Zfp944/Zfp942/Zfp994/Zfp820	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	1.0246652129582	0.00333640838973254	1.24415253561213	4.69402562408505	ARCH529_Rslcan18/Gm28557/Zf...	Nvec_vc1.1_XM_032371093.2__ARCH529_Rslcan18/Gm28557/Zf...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_048723109.1	Rslcan18/Gm28557/Zfp942/Zfp944/Zfp994/Zfp758/Zfp946/Zfp947/Zfp943/Zfp995/Gm7072/Zfp229	""	zf-C2H2.HG10.1:ZFP3/ZNF319/ZNF449/ZNF574	zf-C2H2_11/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	1.0246652129582	0.00333640838973254	1.04474103466539	6.64958521405278	ARCH529_Rslcan18/Gm28557/Zf...	Nvec_vc1.1_XM_048723109.1__ARCH529_Rslcan18/Gm28557/Zf...	FALSE
digestive_filaments_1	adult	Nvec_vc1.1_XM_032365212.2	""	""	Homeodomains.HG2.3:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/DUX4/DUXA/DUXB/ESX1/GSC/GSC2/HESX1/HOMEZ/ISL1/ISL2/ISX/LEUTX/LHX1/LHX2/LHX3/LHX4/LHX5/LHX6/LHX8/LHX9/LMX1A/LMX1B/MIXL1/NOBOX/OTP/OTX1/OTX2/PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF1/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/TPRX1/UNCX/VSX1/VSX2/ZFHX2/ZFHX3/ZFHX4	Homeodomain	1.0184954605362	0.0025023062922994	6.70180370069677	8.01329590489008	ARCH322_Alx3/Alx4/Alx1_Barx...	Nvec_vc1.1_XM_032365212.2__ARCH322_Alx3/Alx4/Alx1_Barx...	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_001634505.3	Foxa3/Foxa1/Foxa2	FoxA	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead_N/Forkhead/HNF_C	2.58088835499758	0.50296356475218	8.92561500462248	25.1600546783501	ARCH1291_Fox:Ebox	Nvec_vc1.1_XM_001634505.3__ARCH1291_Fox:Ebox	TRUE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032383925.2	Hlx	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	1.25647811486873	0.0550507384305869	3.57819665373433	16.5385791366612	ARCH1545_Meis3/Meis2/Meis1_...	Nvec_vc1.1_XM_032383925.2__ARCH1545_Meis3/Meis2/Meis1_...	TRUE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032383693.2	""	""	Homeodomains.HG1.53:MNX1	Homeodomain	1.18604234284148	0.0383686964819242	5.05376114990913	25.6506886484086	ARCH1546_Meis3/Meis2/Meis1_...	Nvec_vc1.1_XM_032383693.2__ARCH1546_Meis3/Meis2/Meis1_...	TRUE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032362379.2	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	1.25919606079153	0.0617235552100519	3.51622166386447	21.0556306752689	ARCH1546_Meis3/Meis2/Meis1_...	Nvec_vc1.1_XM_032362379.2__ARCH1546_Meis3/Meis2/Meis1_...	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_001633762.3	""	""	HMGbox_Sox.HG1.37:like:SSRP1	HMG_box/HMG_box	1.58487013213006	1.2636646776112	1.22292068556027	17.4393002682351	ARCH1177_/Sox4/Sox11_Sox13/...	Nvec_vc1.1_XM_001633762.3__ARCH1177_/Sox4/Sox11_Sox13/...	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_048728051.1	""	""	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead	1.09736267781005	0.0141797356563633	1.6046652216561	36.1298275857279	ARCH895_Foxn4/Foxn1	Nvec_vc1.1_XM_048728051.1__ARCH895_Foxn4/Foxn1	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_001625997.3	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	1.41926518200285	0.099258149594543	4.08406130658089	12.2065395870093	ARCH1521_Nkx2-2/Nkx2-9	Nvec_vc1.1_XM_001625997.3__ARCH1521_Nkx2-2/Nkx2-9	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032364561.2	Hnf1a/Hnf1b	""	Homeodomains.HG2.0:HNF1A/HNF1B	HNF-1_N/Homeodomain	1.10094008457942	0.018350246143529	1.14348452374182	13.743454568475	ARCH1503_Meis3/Meis2/Meis1_...	Nvec_vc1.1_XM_032364561.2__ARCH1503_Meis3/Meis2/Meis1_...	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_001634956.3	Gsc2/Gsc//Obox1/Obox7/Obox2	""	Homeodomains.HG2.43:GSC/GSC2	Homeodomain	1.18800664697821	0.0300276755075928	2.65088826488181	21.4638812295622	ARCH1633_M02161_2.00	Nvec_vc1.1_XM_001634956.3__ARCH1633_M02161_2.00	TRUE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032362387.2	Dmrt2	""	Doublesex_DM.HG1.13:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA	1.12111847461423	0.0166820419486627	3.43185290577256	7.71915728470927	ARCH28_Dmrt2_Dmrtc2	Nvec_vc1.1_XM_032362387.2__ARCH28_Dmrt2_Dmrtc2	TRUE
digestive_filaments_2	adult	Nvec_vc1.1_XM_001624689.3	Foxm1	""	Forkhead.HG1.26:FOXM1	Forkhead	1.05659908614562	0.00834102097433134	1.01422336462129	11.9066045324091	ARCH968_Foxa3/Foxa1/Foxa2_F...	Nvec_vc1.1_XM_001624689.3__ARCH968_Foxa3/Foxa1/Foxa2_F...	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_048725593.1	Mybl2/Myb/Mybl1	""	Myb.HG1.3:MYB/MYBL1/MYBL2	Myb_DNA-binding/Myb_DNA-bind_6/Cmyb_C	1.24240045684363	0.0392027985793573	1.05203364246663	7.59030607596619	ARCH1526_Mybl2/Myb/Mybl1	Nvec_vc1.1_XM_048725593.1__ARCH1526_Mybl2/Myb/Mybl1	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032366602.2	Elf3/Ehf/Elf5	""	Ets.HG1.11:EHF/ELF3/ELF5	SAM_PNT/Ets	1.42040544490753	0.119276599932938	2.26302834073502	8.14600623036727	ARCH584_Elf3/Ehf/Elf5_Erg/F...	Nvec_vc1.1_XM_032366602.2__ARCH584_Elf3/Ehf/Elf5_Erg/F...	TRUE
digestive_filaments_2	adult	Nvec_vc1.1_XM_001641660.3	Pitx3/Pitx2/Pitx1	""	Homeodomains.HG2.64:PITX1/PITX2/PITX3	Homeodomain	1.73795055065447	0.141797356563633	2.37594627547598	6.77799310202173	ARCH1437_	Nvec_vc1.1_XM_001641660.3__ARCH1437_	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_048733498.1	Msantd2	""	Myb.HG3.0:like:HSPA14/MSANTD1/MSANTD2/UTF1/ZKSCAN2/ZSCAN20/ZSCAN29/ZSCAN32	Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4/Myb_DNA-bind_4	1.03236235933387	0.037534594384491	1.27178594758404	4.99984547362693	ARCH153_Msantd2_Rcor1/Rcor2...	Nvec_vc1.1_XM_048733498.1__ARCH153_Msantd2_Rcor1/Rcor2...	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_001637374.3	""	""	Ets.HG1.2:ELK1/ELK3/ELK4	Ets	1.51102851843091	0.0767373929638484	1.2580303708201	9.71421991686071	ARCH552_Elf3/Ehf/Elf5_Erg/F...	Nvec_vc1.1_XM_001637374.3__ARCH552_Elf3/Ehf/Elf5_Erg/F...	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032362934.2	Elf3/Ehf/Elf5	""	Ets.HG1.11:EHF/ELF3/ELF5	Ets	1.22635877270254	0.0367004922870579	1.81923715508444	9.68553533885669	ARCH587_Elf3/Ehf/Elf5_Erg/F...	Nvec_vc1.1_XM_032362934.2__ARCH587_Elf3/Ehf/Elf5_Erg/F...	TRUE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032379400.2	""	""	Homeodomains.HG2.76:like:DMBX1	Homeodomain	1.10095715885249	0.0333640838973254	1.14499524167972	4.88103085255766	ARCH1440_Dmbx1_Gsc2/Gsc//Ob...	Nvec_vc1.1_XM_032379400.2__ARCH1440_Dmbx1_Gsc2/Gsc//Ob...	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032378338.2	""	""	zf-C2H2.HG2.0:like:MTF1/ZNF76/ZNF143	zf-C2H2/zf-C2H2	1.00469949531282	0.00583871468203194	1.00041290001639	6.8177602098774	ARCH1609_Atf3/Jdp2	Nvec_vc1.1_XM_032378338.2__ARCH1609_Atf3/Jdp2	FALSE
digestive_filaments_2	adult	Nvec_vc1.1_XM_032378402.2	Tfdp2/Tfdp1	""	E2F_TDP.HG1.1:TFDP1/TFDP2/TFDP3	E2F_TDP/DP	1.00034459261592	0.0408710027742236	1.18771673877638	6.88182112818177	ARCH367_/E2f4_E2f6_E2f8/E2f...	Nvec_vc1.1_XM_032378402.2__ARCH367_/E2f4_E2f6_E2f8/E2f...	FALSE
