motif_name	source	TF_Name	cluster
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_001625899.3	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_048728853.1	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_001641575.3	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_048724802.1	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032383560.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032366085.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032370013.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032383681.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032371859.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032379688.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032366211.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032362396.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032362307.2	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	649
M00422_2.00	CisBP_I	Nvec_vc1.1_XM_032384965.2	649
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032383693.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001631673.3	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032377358.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032375107.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001625899.3	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032371032.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032379723.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001631173.3	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032364121.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032379688.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001634768.3	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032366210.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032363350.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032362396.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_032384965.2	711
M00423_2.00	CisBP_I	Nvec_vc1.1_XM_001635015.3	711
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032383693.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001631673.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001631375.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032377390.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032377358.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032375107.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001625899.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032371032.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001634160.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032383560.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032379723.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001623946.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032374041.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001639164.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032366085.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001631173.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_048727956.1	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032364121.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032383681.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001627544.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032371859.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032379688.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001634768.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032366210.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001636859.3	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_048731137.1	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032384949.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_032384965.2	724
M00426_2.00	CisBP_I	Nvec_vc1.1_XM_001635015.3	724
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032383693.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001631673.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001631375.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032377390.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032377358.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032375107.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001625899.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032371032.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001634160.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_048728853.1	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_048724802.1	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032383560.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032379723.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001623946.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001639164.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032366085.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001631173.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032364121.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032383681.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001627544.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032371859.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032379688.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032366211.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032366210.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032363350.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032362396.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032384949.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_032384965.2	668
M00429_2.00	CisBP_I	Nvec_vc1.1_XM_001635015.3	668
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032383693.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001631673.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001631375.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032377390.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032377358.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032375107.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032371032.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032362713.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001634160.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032383560.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032379723.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001623946.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032374041.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001639164.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032366085.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001631173.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_048727956.1	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032364121.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032383681.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001627544.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032379688.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001634768.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032366210.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032363350.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001636859.3	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_048731137.1	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032384949.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_032384965.2	711
M00439_2.00	CisBP_I	Nvec_vc1.1_XM_001635015.3	711
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032383693.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001631375.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032377390.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032377358.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032375107.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001625899.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032371032.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001634160.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_048724802.1	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032383560.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032379723.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001623946.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001639164.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032366085.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001631173.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032370013.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032364121.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032383681.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001627544.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032371859.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032379688.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001634768.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032366836.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032366211.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032366210.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032363350.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032362396.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032362307.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_032384965.2	667
M00442_2.00	CisBP_I	Nvec_vc1.1_XM_001635015.3	667
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032383693.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001631673.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001631375.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032377390.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032377358.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032375107.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032371032.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001634160.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032383560.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032379723.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001623946.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032374041.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001639164.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032366085.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001631173.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_048727956.1	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032364121.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032383681.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001627544.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032379688.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001634768.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032366210.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032363350.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032362396.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001636859.3	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_048731137.1	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032384949.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_032384965.2	711
M00443_2.00	CisBP_I	Nvec_vc1.1_XM_001635015.3	711
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032383693.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001631375.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032377390.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032377358.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032375107.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001625899.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032371032.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001634160.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_048728853.1	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001641575.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_048724802.1	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032383560.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032379723.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001639164.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032366085.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001631173.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032370013.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032364121.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032383681.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001627544.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032371859.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032379688.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001634768.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032366836.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032366211.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032366210.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032363350.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032362396.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032362307.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_032384965.2	649
M00446_2.00	CisBP_I	Nvec_vc1.1_XM_001635015.3	649
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001631375.3	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032371032.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001634160.3	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032383560.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032379723.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001639164.3	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001631173.3	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032370013.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001627544.3	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001634768.3	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032366210.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032362396.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_048731137.1	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_032384949.2	717
M00448_2.00	CisBP_I	Nvec_vc1.1_XM_001635015.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032383693.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_001631673.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032375107.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_001625899.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032371032.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_001634116.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032379723.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_001631173.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032364121.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032379688.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_001634768.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032366609.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032366210.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032363350.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032362396.2	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_001637733.3	717
M00449_2.00	CisBP_I	Nvec_vc1.1_XM_032384965.2	717
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032383677.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032383693.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032377390.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032377358.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032377135.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032375107.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032374864.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032374853.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_001625898.3	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_001625899.3	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_048728853.1	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_001640781.3	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032383948.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032366085.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032364605.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_001630519.3	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032364121.2	732
M00450_2.00	CisBP_I	Nvec_vc1.1_XM_032385045.2	732
