motif_name,source,TF_Name
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_048727956.1
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_001634768.3
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032363350.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_001636859.3
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_048731137.1
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032384949.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03204_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032377390.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032377358.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001640781.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_048724802.1
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032383560.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032379723.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032383948.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001639164.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032366085.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032370013.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032371859.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001634768.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032366836.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032366211.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032363350.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032362396.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032362307.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03205_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032377390.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032377358.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001625899.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001634160.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_048728853.1
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001640781.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_048724802.1
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032383560.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032379723.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032383948.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001639164.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032366085.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032370013.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032371859.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001634768.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032366836.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032366211.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032363350.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032362396.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032362307.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032384949.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03210_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032377390.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032377358.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001625899.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001634160.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_048728853.1
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001640781.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_048724802.1
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032383560.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032379723.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032383948.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001639164.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032366085.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032370013.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032371859.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001634768.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032366836.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032366211.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032363350.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032362396.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032362307.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032384949.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03211_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001631673.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032377390.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032377358.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001625899.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001634160.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_048728853.1
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001640781.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_048724802.1
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032383560.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032379723.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032383948.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001639164.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032366085.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032371859.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001634768.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032366836.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032363350.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032362396.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032362307.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03213_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001631673.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001631375.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032377390.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032377358.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001625899.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001634160.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001640781.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032383560.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032379723.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001623946.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032374041.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032383948.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001639164.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032366085.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_048727956.1
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032371859.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001634768.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001636859.3
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_048731137.1
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032384949.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03214_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001631375.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032377390.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032377358.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001625899.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001634160.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_048728853.1
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001640781.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_048724802.1
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032379723.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032383948.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032366085.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032371859.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032362396.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032362307.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03215_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001631673.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001631375.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032377390.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032377358.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001634160.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001640781.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032383560.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032379723.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001623946.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032374041.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032383948.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001639164.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032366085.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_048727956.1
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001634768.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032366836.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032363350.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001636859.3
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_048731137.1
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032384949.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03216_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001631673.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001631375.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032377390.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032377358.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001634160.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001640781.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032383560.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032379723.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001623946.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032374041.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032383948.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001639164.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032366085.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_048727956.1
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001634768.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032366836.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032363350.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001636859.3
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_048731137.1
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032384949.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03217_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001631673.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001631375.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001634160.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001640781.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032383560.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032379723.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001623946.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032374041.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032383948.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001639164.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032366085.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032364605.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001631173.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001630519.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_048727956.1
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032364121.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032385045.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032383681.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001627544.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032379688.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001634768.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032366609.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032366210.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032363350.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032362396.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001637733.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001636859.3
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_048731137.1
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032384949.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_032384965.2
M03218_2.00,CisBP_I,Nvec_vc1.1_XM_001635015.3
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_032383677.2
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_032383693.2
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_001631673.3
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_001631375.3
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_032377135.2
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_032375107.2
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_032374864.2
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_032374853.2
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_001625898.3
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_032371032.2
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_001634116.3
M03219_2.00,CisBP_I,Nvec_vc1.1_XM_001634160.3
