gene	gene_name	common_name	og	pfam	tf_family	archetype_name	archetype_family	source	rank	gene_score_correlation	gene_expression_correlation	class	assigned	any_assigned	CisBP_assignment
Nvec_vc1.1_XM_001634199.3	""	""	Homeodomains.HG1.70:HOXA2/HOXB2/PDX1	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	2	0.699256872503422	0.30431334938744	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001634202.3	Hoxa1/Hoxb1/Hoxd1	Anthox6/Ax6	Homeodomains.HG1.58:HOXA1/HOXB1/HOXD1	Homeodomain	Homeodomains	ARCH33_Hoxa1/Hoxb1/Hoxd1	Homeodomains	CisBP_I	136	0.165456545404501	0.201971744770765	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001634326.3	""	""	bZIP.HG2.0:like:CEBPA/CEBPB/CEBPD/CEBPE/CEBPG	bZIP_2	bZIP	ARCH1064_M06023_2.00__M0284...	bZIP	CisBP_N	239	0.146285078530655	0.000853258274942367	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001634328.3	""	NR12	zf-C4_Nuclear_receptors.HG1.24:like:NR2F1/NR2F2/NR2F6	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1603_Nr2f1/Nr2f2/Nr2f6	zf-C4_Nuclear_receptors	CisBP_I	488	-0.01310117026792	-0.00835942304665363	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001634460.3	""	""	bZIP.HG2.13:like:DBP/HLF/TEF	bZIP_2	bZIP	ARCH952_Fos/Fosb/Fosl1/Fosl...	bZIP	CisBP_I	98	0.488150933732138	-0.255078643672259	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_001634505.3	Foxa3/Foxa1/Foxa2	FoxA	Forkhead.HG1.1:FOXA1/FOXA2/FOXA3/FOXB1/FOXB2/FOXD1/FOXD2/FOXD3/FOXD4/FOXD4L1/FOXD4L3/FOXD4L4/FOXD4L5/FOXD4L6/FOXE1/FOXE3	Forkhead_N/Forkhead/HNF_C	Forkhead	ARCH1291_Fox:Ebox	Forkhead	Homer_known	1	0.875442392622492	0.649207519927914	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_001634550.3	""	""	HLH.HG1.53:HES5/HES7	HLH	HLH	ARCH471_BHLHE22__NHLH1__Ptf...	HLH	Homer_known	59	0.627984995453415	0.595170719198425	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_001634715.3	Lbx1	Lbx	Homeodomains.HG1.29:LBX1/LBX2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	3	0.659887687038133	0.309648462586861	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001634768.3	""	""	Homeodomains.HG2.11:DUX4/DUXA/DUXB	Homeodomain	Homeodomains	ARCH273_HOXD3	Homeodomains	Homer_denovo	72	0.511311227368136	0.3225700313157	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001634946.3	""	""	Homeodomains.HG3.31:SIX1/SIX2	SIX1_SD/Homeodomain	Homeodomains	ARCH35_Hoxa13__HOXB13__Hoxd13	Homeodomains	Homer_known	264	0.129987777435613	0.443447544250577	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_001634956.3	Gsc2/Gsc//Obox1/Obox7/Obox2	""	Homeodomains.HG2.43:GSC/GSC2	Homeodomain	Homeodomains	ARCH1633_M02161_2.00	Homeodomains	CisBP_D	8	0.58948723112533	0.171299039275257	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001635015.3	Rhox7a/Rhox7b/Prop1/Rhox2e/Rhox2h/Rhox2f/Rhox2d/Rhox2g/Rhox2b/Rhox2c/Rhox2a	""	Homeodomains.HG2.68:like:ARX/OTP	Homeodomain	Homeodomains	ARCH41_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	219	0.127947994893944	0.103130400600957	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001635041.3	Srf	""	MADS-box_SRF.HG1.0:SRF	SRF-TF	MADS-box_SRF	ARCH1309_Srf	MADS-box_SRF	CisBP_I	286	0.170944735250651	-0.0485480414071471	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001635190.3	E430018J23Rik	""	zf-C2H2.HG1.30:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1201_Gfi1b/Gfi1	zf-C2H2	CisBP_I	770	0.100674925863855	0.5037465452753	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_001635276.3	""	""	HLH.HG1.63:like:HES5/HES7	HLH	HLH	ARCH1533_BHLH112	HLH	Homer_denovo	15	0.448034100360155	0.422322516904027	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_001635277.3	""	""	HLH.HG1.62:like:HES5/HES7	HLH/Hairy_orange	HLH	ARCH1533_BHLH112	HLH	Homer_denovo	85	0.409933260950344	0.145669956736232	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_001635374.3	Pbx4/Pbx2/Pbx1	""	Homeodomains.HG3.7:PBX1/PBX2/PBX3/PBX4	PBC/Homeodomain	Homeodomains	ARCH121_Nfya_Pbx4/Pbx2/Pbx1	Homeodomains	CisBP_I	16	0.279521427201243	0.466875491469485	C1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001635960.3	""	""	zf-C4_Nuclear_receptors.HG1.25:like:NR2F1/NR2F2/NR2F6	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1560_Hnf4g/Hnf4a_Nr2c1/...	zf-C4_Nuclear_receptors	CisBP_I	887	-0.0339676314578555	-0.0920936441662859	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001636116.3	Tbpl2/Tbp	""	TBP.HG1.3:TBP/TBPL2	TBP/TBP	TBP	ARCH66_Barx2/Barx1_Dlx4/Dlx...	TBP	CisBP_I	549	0.0192662441566351	-0.0141872475518377	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001636155.3	Sox17/Sox18/Sox7	NvSoxF1	HMGbox_Sox.HG1.16:like:PINX1/SOX7/SOX17/SOX18	HMG_box	HMGbox_Sox	ARCH924_/Lef1/Tcf7l1/Tcf7	HMGbox_Sox	CisBP_I	377	0.467377235514155	0.0288922918350392	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001636315.3	Gfi1b/Gfi1	""	zf-C2H2.HG1.35:FEZF1/FEZF2/GFI1/GFI1B	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1201_Gfi1b/Gfi1	zf-C2H2	CisBP_I	515	0.123549656533318	-0.0327908238320605	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001636352.3	""	""	Ets.HG1.2:ELK1/ELK3/ELK4	Ets	Ets	ARCH585_Spdef	Ets	CisBP_I	1	0.46308290135806	0.289193170399178	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001636464.3	Terf2ip	""	Myb.HG7.0:TERF2IP	BRCT_2/Myb_DNA-bind_2	Myb	ARCH646_Msantd4/Mypop_Terf2ip	Myb	CisBP_N	65	0.110162615897941	-0.297227234585399	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001636587.3	""	""	zf-C4_Nuclear_receptors.HG1.11:like:NR2F1/NR2F2/NR2F6	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH562_Hnf4g/Hnf4a_Nr2c1/N...	zf-C4_Nuclear_receptors	CisBP_I	1351	-0.183112508569909	0.101546423656626	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001636859.3	Rhox4a2/Rhox3f/Rhox3h/Rhox3g/Rhox3a2/Rhox3a/Rhox3c/Rhox3e/Rhox7a/Rhox7b	""	Homeodomains.HG2.58:UNCX	Homeodomain/OAR	Homeodomains	ARCH233_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	106	0.165314409067303	-0.168848303116254	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001636862.3	Rhox3f/Rhox3h/Rhox3g/Rhox3a2/Rhox4a/Rhox3a/Rhox4a2/Rhox3c/Rhox3e/Rhox4c	""	Homeodomains.HG2.33:like:PAX1/PAX9	Homeodomain	Homeodomains	ARCH299_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	3	0.415607078462173	0.42104435604377	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_001636889.3	Foxj1	FoxJ1	Forkhead.HG1.24:FOXJ1	Forkhead	Forkhead	ARCH975_Foxd2/Foxd4/Foxd3/F...	Forkhead	CisBP_I	1	0.452954229972516	0.262298987942004	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001636971.3	Rere	""	GATA.HG2.1:RERE	BAH/ELM2/GATA	GATA	ARCH1456_Gata3/Gata1/Gata2_...	GATA	CisBP_I	60	0.215073655921994	-0.226681132803	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001637272.3	""	""	zf-C2H2.HG95.1:NA	HNF-1_N/zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2	zf-C2H2	ARCH861_Scrt2/Scrt1	zf-C2H2	CisBP_I	1	0.512097769538708	-0.0134963394638581	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_001637374.3	""	""	Ets.HG1.2:ELK1/ELK3/ELK4	Ets	Ets	ARCH552_Elf3/Ehf/Elf5_Erg/F...	Ets	CisBP_I	30	0.383068597227525	-0.0197596359326709	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001637502.3	""	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding	Myb	ARCH374_M03912_2.00__ZC3H10	Myb	CisBP_N	167	0.409428476163294	0	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001637733.3	Gsx1/Gsx2	""	Homeodomains.HG1.67:GSX1/GSX2	Homeodomain	Homeodomains	ARCH52_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	37	0.334070601203205	0.270929255837179	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001638266.3	Crebl2	""	bZIP.HG1.0:CREBL2	bZIP_2	bZIP	ARCH1628_Crebl2	bZIP	CisBP_I	454	0.143069500621306	0.104478567105369	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001638761.3	Zfp541/Mideas	""	zf-C2H2.HG16.2:like:TRERF1/ZNF541	zf-C2H2/zf-C2H2_6/ELM2	zf-C2H2	ARCH861_Scrt2/Scrt1	zf-C2H2	CisBP_I	322	0.140297535411236	0.469843787190854	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_001638841.3	Foxg1/Gm43517	""	Forkhead.HG1.22:FOXG1	Forkhead	Forkhead	ARCH829_PB0121.1_Foxj3_2	Forkhead	Homer_denovo	1	0.482969216929154	0.373516546851506	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001639101.3	Pax5/Pax8/Pax2	""	Homeodomains.HG2.27:like:PAX1/PAX2/PAX3/PAX4/PAX5/PAX6/PAX7/PAX8/PAX9	PAX/Homeodomain	Pax/Homeodomain	ARCH873_Pax5/Pax8/Pax2	Pax/Homeodomain	CisBP_I	1	0.794261777389099	0.743213573786154	A1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001639164.3	""	""	Homeodomains.HG2.36:like:AC025287.4/ALX1/ALX3/ALX4/ARGFX/ARX/CPHXL/CRX/DMBX1/DPRX/DRGX/GSC/GSC2/ISX/MIXL1/NOBOX/OTP/OTX1/OTX2/PHOX2A/PHOX2B/PITX1/PITX2/PITX3/PROP1/PRRX1/PRRX2/RAX/RAX2/RHOXF2/RHOXF2B/SEBOX/SHOX/SHOX2/UNCX/VSX1/VSX2	Homeodomain	Homeodomains	ARCH41_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	56	0.224261427014776	0.125791043214792	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001639547.3	Klf11	""	zf-C2H2.HG2.11:KLF10/KLF11	zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH347_Klf1/Klf4/Klf2_Klf1...	zf-C2H2	CisBP_I	637	0.00696355788198673	-0.0227337639619773	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001639701.3	""	NvSox2	HMGbox_Sox.HG1.14:like:SOX1/SOX2/SOX3/SOX14/SOX15/SOX21/SRY	HMG_box	HMGbox_Sox	ARCH1170_/Sox4/Sox11_Sox13/...	HMGbox_Sox	CisBP_I	69	0.273241149054761	0.186338189267813	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001640726.3	Nfya	""	NFYA.HG1.2:like:NFYA	CBFB_NFYA	NFYA	ARCH178_Foxc2/Foxc1_Foxg1/G...	NFYA	CisBP_I	92	0.244370726922169	0.358496387271083	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001640743.3	""	""	HLH.HG1.29:MYC/MYCL/MYCN	HLH	HLH	ARCH867_ZEB1__PL0011.1_hlh-...	HLH	Homer_known	10	0.476528239184024	0.434623294709764	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_001640781.3	Nkx1-1/Nkx1-2	""	Homeodomains.HG1.41:NKX1-1/NKX1-2	Homeodomain	Homeodomains	ARCH91_Alx3/Alx4/Alx1_Barx2...	Homeodomains	CisBP_I	39	0.310040025328063	0.174540917287954	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001640990.3	""	""	HLH.HG1.77:like:NEUROD1/NEUROD2/NEUROD4/NEUROD6	HLH	HLH	ARCH763_Ptf1a	HLH	CisBP_I	41	0.243205118506867	0.417044024717462	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_001641032.3	Nanog	""	Homeodomains.HG1.18:NANOG/NANOGP8	Homeodomain	Homeodomains	ARCH273_HOXD3	Homeodomains	Homer_denovo	64	0.510030326624232	0.588639772383583	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_001641086.3	Snai1	""	zf-C2H2.HG7.5:SNAI1/SNAI2/SNAI3	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1345_Gfi1b/Gfi1	zf-C2H2	CisBP_I	39	0.365951209187913	0.45658025368493	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_001641129.3	Zfp281/Zfp148	ZNF845	zf-C2H2.HG3.8:like:ZNF770	zf-C2H2/zf-C2H2/zf-C2H2/zf-H2C2_2/zf-C2H2	zf-C2H2	ARCH861_Scrt2/Scrt1	zf-C2H2	CisBP_I	1	0.594941853534126	0.603053242028409	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_001641264.3	""	""	Homeodomains.HG1.61:NOTO	Homeodomain	Homeodomains	ARCH225_	Homeodomains	CisBP_D	903	-0.101068857376964	0.117146544718629	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001641552.3	""	""	Homeodomains.HG1.47:like:MSX1/MSX2	Homeodomain	Homeodomains	ARCH1437_	Homeodomains	CisBP_D	12	0.456703123925374	0.159600857856714	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001641575.3	Hoxa10/Hoxb9/Hoxc11/Hoxa9/Hoxd11/Hoxd9/Hoxd10/Hoxc9/Hoxc10/Hoxc12/Hoxa11/Hoxd12/Hoxb13/Hoxd13/Hoxc13/	""	Homeodomains.HG1.68:AC004080.3/AC012531.3/CDX1/CDX2/CDX4/HOXA4/HOXA5/HOXA6/HOXA7/HOXA9/HOXA10/HOXA11/HOXA13/HOXB4/HOXB5/HOXB6/HOXB7/HOXB8/HOXB9/HOXB13/HOXC4/HOXC5/HOXC6/HOXC8/HOXC9/HOXC10/HOXC12/HOXC13/HOXD4/HOXD8/HOXD9/HOXD10/HOXD11/HOXD12/HOXD13	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	3	0.551112352539961	0.268727313390799	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001641660.3	Pitx3/Pitx2/Pitx1	""	Homeodomains.HG2.64:PITX1/PITX2/PITX3	Homeodomain	Homeodomains	ARCH1437_	Homeodomains	CisBP_D	1	0.544157345043675	0.47891804625691	A1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_001647471.3	Otx1/Otx2	OtxC	Homeodomains.HG2.46:CRX/OTX1/OTX2	Homeodomain	Homeodomains	ARCH1539_Nkx2-2/Nkx2-9	Homeodomains	CisBP_I	1	0.547489529416882	0.116203878880444	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_001647488.3	Otx1/Otx2	""	Homeodomains.HG2.46:CRX/OTX1/OTX2	Homeodomain	Homeodomains	ARCH697_Six1/_Six4/Six5	Homeodomains	CisBP_I	25	0.41272578399398	0.0744850742086609	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032361813.2	""	""	Myb.HG1.23:TERB1/TERF2	Myb_DNA-binding	Myb	ARCH1391_MYB113	Myb	Homer_known	846	0.0406654197941475	0.404699814874643	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032361849.2	""	""	Ets.HG1.2:ELK1/ELK3/ELK4	Ets	Ets	ARCH572_Elf3/Ehf/Elf5_Erg/F...	Ets	CisBP_I	4	0.37152075945391	0.142535196427384	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032361976.2	""	""	IRF.HG1.1:IRF1/IRF2/IRF3/IRF4/IRF5/IRF6/IRF7/IRF8/IRF9	IRF	IRF	ARCH591_ISRE__IRF3__IRF8	IRF	Homer_known	1	0.405355384749351	0.544458986825698	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032362135.2	Arid3c/Arid3a/Arid3b	""	ARID_BRIGHT.HG1.9:ARID3A/ARID3B/ARID3C	ARID	ARID_BRIGHT	ARCH13_Arid2_Arid3c/Arid3a/...	ARID_BRIGHT	CisBP_I	41	0.45120632825638	0.21019713435795	B1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032362307.2	Pdx1	""	Homeodomains.HG1.66:like:GSX1/GSX2	Homeodomain	Homeodomains	ARCH35_Hoxa13__HOXB13__Hoxd13	Homeodomains	Homer_known	1091	-0.0229206348778308	0.413473736914674	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032362346.2	Hlx	""	Homeodomains.HG1.21:BARX1/BARX2/BSX/DBX1/DBX2/HLX	Homeodomain	Homeodomains	ARCH264_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	971	-0.0268341076580684	-0.0298046746694554	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032362379.2	Nkx2-2/Nkx2-9	""	Homeodomains.HG1.19:NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2	Homeodomain	Homeodomains	ARCH1546_Meis3/Meis2/Meis1_...	Homeodomains	CisBP_I	5	0.539308418079729	0.470742171761431	A1	FALSE	TRUE	other
Nvec_vc1.1_XM_032362387.2	Dmrt2	""	Doublesex_DM.HG1.13:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA	Doublesex_DM	ARCH28_Dmrt2_Dmrtc2	Doublesex_DM	CisBP_I	635	0.0109196217418081	0.0295095968875343	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032362396.2	""	""	Homeodomains.HG1.69:HOXA3/HOXB3/HOXD3	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	36	0.464803739673484	-0.290552058071047	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032362607.2	""	""	Forkhead.HG1.5:FOXQ1	Forkhead	Forkhead	ARCH895_Foxn4/Foxn1	Forkhead	CisBP_I	192	0.505779956712168	0.596376854201878	A1	FALSE	FALSE	none
Nvec_vc1.1_XM_032362713.2	Isl1/Isl2	Islet	Homeodomains.HG2.19:ISL1/ISL2	LIM/LIM/Homeodomain	Homeodomains	ARCH335_Alx3/Alx4/Alx1_Barx...	Homeodomains	CisBP_I	1	0.403205554087758	0.289893236854245	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032362829.1	""	""	HLH.HG1.87:LYL1/NHLH1/NHLH2/TAL1/TAL2	HLH	HLH	ARCH471_BHLHE22__NHLH1__Ptf...	HLH	Homer_known	41	0.589972261092821	0	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032362934.2	Elf3/Ehf/Elf5	""	Ets.HG1.11:EHF/ELF3/ELF5	Ets	Ets	ARCH587_Elf3/Ehf/Elf5_Erg/F...	Ets	CisBP_I	3	0.549973486717395	0.186959131648067	B1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032362959.2	""	""	MADS-box_SRF.HG1.1:like:BORCS8-MEF2B/MEF2A/MEF2B/MEF2C/MEF2D	SRF-TF	MADS-box_SRF	ARCH1108_Mef2c/Mef2b/Mef2a/...	MADS-box_SRF	CisBP_I	2	0.67883926118469	0.182246738319157	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032363017.2	Lyl1/Tal2/Tal1	""	HLH.HG1.87:LYL1/NHLH1/NHLH2/TAL1/TAL2	HLH	HLH	ARCH771_Twist2/Twist1	HLH	CisBP_I	24	0.524978605685877	-0.103570106414265	B1	FALSE	FALSE	none
Nvec_vc1.1_XM_032363271.2	Hnf4g/Hnf4a	""	zf-C4_Nuclear_receptors.HG1.8:HNF4A/HNF4G	zf-C4/Hormone_recep	zf-C4_Nuclear_receptors	ARCH1497_Hnf4g/Hnf4a_Nr2c1/...	zf-C4_Nuclear_receptors	CisBP_I	7	0.229290364915839	0.0797303613640884	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032363350.2	Dlx4/Dlx1/Dlx3/Dlx6/Dlx2/Dlx5	""	Homeodomains.HG1.31:DLX1/DLX2/DLX3/DLX4/DLX5/DLX6	Homeodomain	Homeodomains	ARCH1236_M06436_2.00	Homeodomains	CisBP_I	10	0.472512085005632	0.23113137124401	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032363417.2	Zfp536/Zfp13/Zfp775/Zfp628	""	zf-C2H2.HG3.2:ZBTB17	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	zf-C2H2	ARCH1345_Gfi1b/Gfi1	zf-C2H2	CisBP_I	160	0.223955272078252	0.500440698671763	C1	FALSE	FALSE	none
Nvec_vc1.1_XM_032363603.2	Tbx18/Tbx22/Tbx15	""	T-box.HG1.13:TBX1/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	T-box	ARCH862_Tbx18/Tbx22/Tbx15_T...	T-box	CisBP_I	88	0.641469717164297	0.0304002970200746	B1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032363733.2	""	""	zf-C2H2.HG1.62:ZBTB11	zf-C2H2/zf-C2H2_6/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2_6/zf-C2H2	zf-C2H2	ARCH1201_Gfi1b/Gfi1	zf-C2H2	CisBP_I	644	0.165646930761631	0.504755799524736	C1	FALSE	TRUE	other
Nvec_vc1.1_XM_032363859.2	Foxp4/Foxp2/Foxp1	""	Forkhead.HG1.32:FOXP2	FOXP-CC/Forkhead	Forkhead	ARCH1017_Foxa3/Foxa1/Foxa2_...	Forkhead	CisBP_I	89	0.266186012345156	0.0041839123559912	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032363874.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	Homeodomains	ARCH152_Emx1/Emx2_Hmx1/Hmx3...	Homeodomains	CisBP_I	954	-0.00179940724305981	-0.0138594004716248	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032363920.2	""	""	Homeodomains.HG1.23:like:HHEX/LBX1/LBX2/NKX2-1/NKX2-2/NKX2-3/NKX2-4/NKX2-5/NKX2-6/NKX2-8/NKX3-1/NKX3-2/VENTX	Homeodomain	Homeodomains	ARCH273_HOXD3	Homeodomains	Homer_denovo	56	0.594214459360471	0.25227330949451	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032363985.2	""	""	bZIP.HG2.6:like:DBP/HLF/TEF	bZIP_2	bZIP	ARCH1628_Crebl2	bZIP	CisBP_I	372	0.115159843049092	-0.0171002979552133	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032364001.2	Smad9/Smad1/Smad5	""	SMAD_MH1.HG1.6:SMAD1/SMAD5/SMAD9	MH1/MH2	SMAD_MH1	ARCH718_Smad2/Smad3_Smad9/S...	SMAD_MH1	CisBP_I	288	0.146914666431414	-0.200609541594486	D1	TRUE	TRUE	assigned
Nvec_vc1.1_XM_032364121.2	""	""	Homeodomains.HG1.39:BARHL1/BARHL2	Homeodomain	Homeodomains	ARCH1362_Six1/_Six4/Six5	Homeodomains	CisBP_I	40	0.448676966153995	0.328950043961979	B1	FALSE	TRUE	other
Nvec_vc1.1_XM_032364139.2	Sohlh2	""	HLH.HG1.8:CCDC169-SOHLH2/SOHLH2	HLH	HLH	ARCH867_ZEB1__PL0011.1_hlh-...	HLH	Homer_known	8	0.555881264948362	-0.0699521744407937	B1	FALSE	FALSE	none
