gene	gene_module	membership_score	gene	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_001624716.3	yellow	0.612	Nvec_vc1.1_XM_001624716.3		NvSox1	HMGbox_Sox.HG1.35:SOX1/SOX2/SOX3/SOX14/SOX21	HMG_box/SOXp	tfs
Nvec_vc1.1_XM_001628888.3	yellow	0.611	Nvec_vc1.1_XM_001628888.3					
Nvec_vc1.1_XM_032379775.2	yellow	0.61	Nvec_vc1.1_XM_032379775.2	Tfap4		HLH.HG1.16:TFAP4	HLH	tfs
Nvec_vc1.1_XM_001629558.3	yellow	0.609	Nvec_vc1.1_XM_001629558.3	Cimap1b/Cimap1a			SHIPPO-rpt/SHIPPO-rpt/SHIPPO-rpt	
Nvec_vc1.1_XM_001633718.3	yellow	0.608	Nvec_vc1.1_XM_001633718.3	Mdm1			MDM1/MDM1	
Nvec_vc1.1_XM_001640891.3	yellow	0.608	Nvec_vc1.1_XM_001640891.3					
Nvec_vc1.1_XM_032380859.2	yellow	0.608	Nvec_vc1.1_XM_032380859.2				7tm_1	
Nvec_vc1.1_XM_001637058.3	yellow	0.606	Nvec_vc1.1_XM_001637058.3	Tmem107			TMEM107	
Nvec_vc1.1_XM_048721314.1	yellow	0.604	Nvec_vc1.1_XM_048721314.1				Pirin/Pirin_C	
Nvec_vc1.1_XM_032382623.2	yellow	0.604	Nvec_vc1.1_XM_032382623.2	Gm45928/Pold4			DNA_pol_delta_4	
Nvec_vc1.1_XM_001635324.3	yellow	0.603	Nvec_vc1.1_XM_001635324.3	Stpg3			SHIPPO-rpt/SHIPPO-rpt	
Nvec_vc1.1_XM_001625174.3	yellow	0.602	Nvec_vc1.1_XM_001625174.3	Lrrc73			LRR_6/LRR_6/LRR_6	
Nvec_vc1.1_XM_032363378.2	yellow	0.602	Nvec_vc1.1_XM_032363378.2				PDZ/PDZ/PDZ/EF-hand_7	
Nvec_vc1.1_XM_001629366.3	yellow	0.601	Nvec_vc1.1_XM_001629366.3	Samd15			SAM_1	
Nvec_vc1.1_XM_001626693.3	yellow	0.601	Nvec_vc1.1_XM_001626693.3	Dhps			DS	
Nvec_vc1.1_XM_001637454.3	yellow	0.599	Nvec_vc1.1_XM_001637454.3	Dynlt5			Tctex-1	
Nvec_vc1.1_XM_048719696.1	yellow	0.597	Nvec_vc1.1_XM_048719696.1	Rac2/Rac3/Rac1			Ras	
Nvec_vc1.1_XM_048720350.1	yellow	0.597	Nvec_vc1.1_XM_048720350.1					
Nvec_vc1.1_XM_032364607.2	yellow	0.597	Nvec_vc1.1_XM_032364607.2	Styxl1			Rhodanese/DSPc	
Nvec_vc1.1_XM_048720018.1	yellow	0.596	Nvec_vc1.1_XM_048720018.1	Ccdc96			DUF4201	
Nvec_vc1.1_XM_032383085.2	yellow	0.596	Nvec_vc1.1_XM_032383085.2	Tex26				
Nvec_vc1.1_XM_001632069.3	yellow	0.595	Nvec_vc1.1_XM_001632069.3	4930595M18Rik/Srsf2			RRM_1	
Nvec_vc1.1_XM_001637351.3	yellow	0.593	Nvec_vc1.1_XM_001637351.3	Cfap276			DUF3695	
Nvec_vc1.1_XM_001641965.3	yellow	0.593	Nvec_vc1.1_XM_001641965.3	Mns1			TPH	
Nvec_vc1.1_XM_001639372.3	yellow	0.592	Nvec_vc1.1_XM_001639372.3	Taar2			7tm_1	
Nvec_vc1.1_XM_001636528.3	yellow	0.592	Nvec_vc1.1_XM_001636528.3					
Nvec_vc1.1_XM_001621485.3	yellow	0.591	Nvec_vc1.1_XM_001621485.3	Mgll			Hydrolase_4	
Nvec_vc1.1_XM_001641636.3	yellow	0.591	Nvec_vc1.1_XM_001641636.3				CMAS	
Nvec_vc1.1_XM_032378648.2	yellow	0.589	Nvec_vc1.1_XM_032378648.2				EF-hand_7	
Nvec_vc1.1_XM_001624096.3	yellow	0.588	Nvec_vc1.1_XM_001624096.3				Cation_efflux	
Nvec_vc1.1_XM_001638621.3	yellow	0.588	Nvec_vc1.1_XM_001638621.3	Pfdn1			Prefoldin_2	
Nvec_vc1.1_XM_032367277.2	yellow	0.587	Nvec_vc1.1_XM_032367277.2	Lin37			LIN37	
Nvec_vc1.1_XM_032384215.2	yellow	0.587	Nvec_vc1.1_XM_032384215.2	Cfap99				
Nvec_vc1.1_XM_032379327.2	yellow	0.587	Nvec_vc1.1_XM_032379327.2				Ank_2	
Nvec_vc1.1_XM_001624511.3	yellow	0.586	Nvec_vc1.1_XM_001624511.3	Ankrd60			Ank_2/DUF4207	
Nvec_vc1.1_XM_001633424.3	yellow	0.586	Nvec_vc1.1_XM_001633424.3	Spmip4			DUF4555	
Nvec_vc1.1_XM_032379654.2	yellow	0.585	Nvec_vc1.1_XM_032379654.2	Hnmt				
Nvec_vc1.1_XM_001629525.3	yellow	0.584	Nvec_vc1.1_XM_001629525.3	Cda			dCMP_cyt_deam_1	
Nvec_vc1.1_XM_032382987.2	yellow	0.583	Nvec_vc1.1_XM_032382987.2	Akip1				
Nvec_vc1.1_XM_048724423.1	yellow	0.582	Nvec_vc1.1_XM_048724423.1				ANF_receptor	
Nvec_vc1.1_XM_032365052.2	yellow	0.582	Nvec_vc1.1_XM_032365052.2				RRM_1/RRM_1	
Nvec_vc1.1_XM_001628495.3	yellow	0.582	Nvec_vc1.1_XM_001628495.3				CUB/CUB/Zona_pellucida	
Nvec_NVE4998	yellow	0.582	Nvec_NVE4998					
Nvec_vc1.1_XM_001629238.3	yellow	0.581	Nvec_vc1.1_XM_001629238.3	Krt17/Krt28/Krt10/Krt13/Krt27/Krt12/Krt25/Krt24/Krt26/Krt5/Gm5478/Krt79/Krt6b/Krt76/Krt90/Krt4/Krt75/Gm5414/Krt6a/Krt15/Krt16/Krt9/Krt84/Krt83/Krt86/Krt82/Krt81/Krt87/Krt20/Krt23/Krt1/Bfsp2/Krt78			Filament/LTD	
Nvec_vc1.1_XM_001630337.3	yellow	0.581	Nvec_vc1.1_XM_001630337.3	Snx3/Snx12			PX	
Nvec_vc1.1_XM_032375367.2	yellow	0.581	Nvec_vc1.1_XM_032375367.2	Mosmo			Atthog	
Nvec_vc1.1_XM_032381346.2	yellow	0.577	Nvec_vc1.1_XM_032381346.2	Mok			Pkinase	
Nvec_vc1.1_XM_032371830.2	yellow	0.576	Nvec_vc1.1_XM_032371830.2				WSC	
Nvec_v1g239246	yellow	0.576	Nvec_v1g239246					
Nvec_vc1.1_XM_032369707.2	yellow	0.576	Nvec_vc1.1_XM_032369707.2	Cfap299/B3gat1/B3gat2/B3gat3			Glyco_transf_43/DUF4464/DUF4464	
Nvec_vc1.1_XM_032364604.2	yellow	0.576	Nvec_vc1.1_XM_032364604.2				Exo_endo_phos	
Nvec_vc1.1_XM_032377582.2	yellow	0.576	Nvec_vc1.1_XM_032377582.2	Cops8			CSN8_PSD8_EIF3K	
Nvec_vc1.1_XM_001627246.3	yellow	0.576	Nvec_vc1.1_XM_001627246.3	Tlcd2/Tlcd1			TRAM_LAG1_CLN8	
Nvec_vc1.1_XM_001640475.2	yellow	0.575	Nvec_vc1.1_XM_001640475.2	Tex30			DLH	
Nvec_vc1.1_XM_032376296.2	yellow	0.574	Nvec_vc1.1_XM_032376296.2				Neur_chan_LBD/Neur_chan_memb	
Nvec_vc1.1_XM_001634811.3	yellow	0.573	Nvec_vc1.1_XM_001634811.3				Glyco_tran_10_N/Glyco_transf_10	
Nvec_vc1.1_XM_048720249.1	yellow	0.572	Nvec_vc1.1_XM_048720249.1					
Nvec_vc1.1_XM_048728990.1	yellow	0.57	Nvec_vc1.1_XM_048728990.1				SSF	
Nvec_vc1.1_XM_001631821.3	yellow	0.57	Nvec_vc1.1_XM_001631821.3	Cyb5r1/Cyb5r2/Cyb5r3			FAD_binding_6/NAD_binding_1	
Nvec_vc1.1_XM_001631422.3	yellow	0.569	Nvec_vc1.1_XM_001631422.3				Thioredoxin_4	
Nvec_vc1.1_XM_032387379.2	yellow	0.569	Nvec_vc1.1_XM_032387379.2					
Nvec_vc1.1_XM_001629995.3	yellow	0.569	Nvec_vc1.1_XM_001629995.3	Ccdc169			DUF4600	
Nvec_vc1.1_XM_001638817.3	yellow	0.568	Nvec_vc1.1_XM_001638817.3	Ccsap			CCSAP	
Nvec_vc1.1_XM_001623060.3	yellow	0.568	Nvec_vc1.1_XM_001623060.3	Elp5			Elong_Iki1	
Nvec_NVE428	yellow	0.567	Nvec_NVE428					
Nvec_vc1.1_XM_032366260.2	yellow	0.565	Nvec_vc1.1_XM_032366260.2				DUF4558	
Nvec_vc1.1_XM_001630598.3	yellow	0.565	Nvec_vc1.1_XM_001630598.3	Rdm1			Rad52_Rad22	
Nvec_vc1.1_XM_032382520.2	yellow	0.564	Nvec_vc1.1_XM_032382520.2			Doublesex_DM.HG1.8:like:DMRT1/DMRT2/DMRT3/DMRTA1/DMRTA2/DMRTB1	DM/DMA	tfs
Nvec_vc1.1_XM_001634077.3	yellow	0.563	Nvec_vc1.1_XM_001634077.3	Fdx1			Fer2	
Nvec_vc1.1_XM_032376310.2	yellow	0.563	Nvec_vc1.1_XM_032376310.2	Cfap53			TPH	
Nvec_vc1.1_XM_001633104.3	yellow	0.563	Nvec_vc1.1_XM_001633104.3	Ppil6			Pro_isomerase	
Nvec_vc1.1_XM_032362227.2	yellow	0.562	Nvec_vc1.1_XM_032362227.2					
Nvec_vc1.1_XM_001628335.3	yellow	0.56	Nvec_vc1.1_XM_001628335.3				7tm_1	
Nvec_vc1.1_XM_048720126.1	yellow	0.56	Nvec_vc1.1_XM_048720126.1	Rfng/Lfng/Mfng			Fringe	
Nvec_v1g237606	yellow	0.559	Nvec_v1g237606				TauD	
Nvec_vc1.1_XM_048723321.1	yellow	0.558	Nvec_vc1.1_XM_048723321.1				C2/C2	
Nvec_vc1.1_XM_032382001.2	yellow	0.558	Nvec_vc1.1_XM_032382001.2				Arf	
Nvec_vc1.1_XM_048720321.1	yellow	0.558	Nvec_vc1.1_XM_048720321.1				Tubulin/Tubulin_C	
Nvec_vc1.1_XM_032380836.2	yellow	0.558	Nvec_vc1.1_XM_032380836.2				Rieske	
Nvec_vc1.1_XM_032377447.2	yellow	0.557	Nvec_vc1.1_XM_032377447.2				CLN3	
Nvec_vc1.1_XM_001639727.3	yellow	0.557	Nvec_vc1.1_XM_001639727.3	Slfn5/Slfn14/Slfn8/Slfn3/Slfn4/Slfn9/Slfn2/Slfn1			RRM_1/AlbA_2	
Nvec_vc1.1_XM_032381967.2	yellow	0.557	Nvec_vc1.1_XM_032381967.2				CUB	
Nvec_vc1.1_XM_032362854.2	yellow	0.555	Nvec_vc1.1_XM_032362854.2	Srek1ip1			zf-CCHC_3	
Nvec_NVE17384	yellow	0.554	Nvec_NVE17384					
Nvec_vc1.1_XM_001632361.2	yellow	0.553	Nvec_vc1.1_XM_001632361.2				Gelsolin/Gelsolin/Gelsolin	
Nvec_vc1.1_XM_001639916.3	yellow	0.553	Nvec_vc1.1_XM_001639916.3	Icmt			ICMT	
Nvec_vc1.1_XM_032383054.2	yellow	0.552	Nvec_vc1.1_XM_032383054.2	Zmynd10			zf-MYND	
Nvec_vc1.1_XM_032379649.2	yellow	0.551	Nvec_vc1.1_XM_032379649.2					
Nvec_vc1.1_XM_032382358.2	yellow	0.551	Nvec_vc1.1_XM_032382358.2					
Nvec_vc1.1_XM_032383618.2	yellow	0.55	Nvec_vc1.1_XM_032383618.2				Ras	
Nvec_vc1.1_XM_048729240.1	yellow	0.549	Nvec_vc1.1_XM_048729240.1	Lmntd1/Lmntd2			LTD	
Nvec_vc1.1_XM_048726879.1	yellow	0.549	Nvec_vc1.1_XM_048726879.1				Lipoxygenase	
Nvec_vc1.1_XM_048725264.1	yellow	0.549	Nvec_vc1.1_XM_048725264.1	Asmt			Methyltransf_2	
Nvec_vc1.1_XM_001626104.3	yellow	0.548	Nvec_vc1.1_XM_001626104.3	Cfap300			DUF4498	
Nvec_vc1.1_XM_001635369.3	yellow	0.548	Nvec_vc1.1_XM_001635369.3	Bub3			WD40/WD40/WD40	
Nvec_vc1.1_XM_001634829.3	yellow	0.547	Nvec_vc1.1_XM_001634829.3	Lkaaear1			LKAAEAR	
Nvec_vc1.1_XM_001637651.3	yellow	0.546	Nvec_vc1.1_XM_001637651.3	Eif3j2/Eif3j1			eIF3_subunit	
Nvec_vc1.1_XM_001635480.3	yellow	0.545	Nvec_vc1.1_XM_001635480.3	Ift57			IFT57	
Nvec_vc1.1_XM_048733078.1	yellow	0.545	Nvec_vc1.1_XM_048733078.1	Pfdn2			Prefoldin_2	
Nvec_vc1.1_XM_001641184.3	yellow	0.545	Nvec_vc1.1_XM_001641184.3				ShK/ShK	
Nvec_vc1.1_XM_032371785.2	yellow	0.545	Nvec_vc1.1_XM_032371785.2	/Ensa			Endosulfine	
Nvec_vc1.1_XM_001631982.3	yellow	0.543	Nvec_vc1.1_XM_001631982.3	Dtymk			Thymidylate_kin	
Nvec_vc1.1_XM_001625380.3	yellow	0.542	Nvec_vc1.1_XM_001625380.3				Glyco_transf_54	
Nvec_vc1.1_XM_032386420.2	yellow	0.542	Nvec_vc1.1_XM_032386420.2	Lrrc43				
Nvec_vc1.1_XM_032374713.2	yellow	0.542	Nvec_vc1.1_XM_032374713.2					
Nvec_v1g245327	yellow	0.542	Nvec_v1g245327					
Nvec_vc1.1_XM_048725298.1	yellow	0.541	Nvec_vc1.1_XM_048725298.1				Ank_2	
Nvec_vc1.1_XM_001633872.3	yellow	0.541	Nvec_vc1.1_XM_001633872.3				EF-hand_7/EF-hand_7	
Nvec_vc1.1_XM_048720271.1	yellow	0.541	Nvec_vc1.1_XM_048720271.1				TauD	
Nvec_vc1.1_XM_032383880.2	yellow	0.541	Nvec_vc1.1_XM_032383880.2	Tmx1/Tmx4			Thioredoxin	
Nvec_vc1.1_XM_001635301.3	yellow	0.54	Nvec_vc1.1_XM_001635301.3	Cmbl			DLH	
Nvec_vc1.1_XM_001623803.3	yellow	0.54	Nvec_vc1.1_XM_001623803.3				GPP34	
Nvec_vc1.1_XM_001622960.3	yellow	0.537	Nvec_vc1.1_XM_001622960.3	Cimip2a			DUF2475/DUF2475	
Nvec_NVE20907	yellow	0.537	Nvec_NVE20907				Synaphin	
Nvec_vc1.1_XM_001637406.3	yellow	0.537	Nvec_vc1.1_XM_001637406.3					
Nvec_vc1.1_XM_048727750.1	yellow	0.535	Nvec_vc1.1_XM_048727750.1					
Nvec_NVE16061	yellow	0.535	Nvec_NVE16061					
Nvec_vc1.1_XM_001629086.3	yellow	0.535	Nvec_vc1.1_XM_001629086.3	Psmg4			PAC4	
Nvec_vc1.1_XM_032378623.2	yellow	0.534	Nvec_vc1.1_XM_032378623.2					
Nvec_vc1.1_XM_032381881.2	yellow	0.533	Nvec_vc1.1_XM_032381881.2				LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/EF-hand_8	
Nvec_NVE12059	yellow	0.533	Nvec_NVE12059					
Nvec_vc1.1_XM_001625762.3	yellow	0.533	Nvec_vc1.1_XM_001625762.3	Gpx7/Gpx8			GSHPx	
Nvec_vc1.1_XM_032382491.2	yellow	0.53	Nvec_vc1.1_XM_032382491.2	Ddah2/Ddah1			Amidinotransf	
Nvec_vc1.1_XM_001640933.3	yellow	0.529	Nvec_vc1.1_XM_001640933.3	B4galt4/B4galt3/B4galt1/B4galt2			Glyco_transf_7N/Glyco_transf_7C	
Nvec_vc1.1_XM_001634817.3	yellow	0.529	Nvec_vc1.1_XM_001634817.3					
Nvec_vc1.1_XM_032364876.2	yellow	0.529	Nvec_vc1.1_XM_032364876.2				C2/C2	
Nvec_vc1.1_XM_048732631.1	yellow	0.529	Nvec_vc1.1_XM_048732631.1					
Nvec_vc1.1_XM_032387170.2	yellow	0.528	Nvec_vc1.1_XM_032387170.2	Plppr4/Plppr1/Plppr5/Plppr2/Plppr3			PAP2	
Nvec_vc1.1_XM_032386750.2	yellow	0.527	Nvec_vc1.1_XM_032386750.2				PAXIP1_C	
Nvec_vc1.1_XM_032385199.2	yellow	0.526	Nvec_vc1.1_XM_032385199.2	Ccdc103			Dynein_attach_N/RPAP3_C	
Nvec_vc1.1_XM_001629984.3	yellow	0.526	Nvec_vc1.1_XM_001629984.3					
Nvec_vc1.1_XM_032379213.2	yellow	0.525	Nvec_vc1.1_XM_032379213.2				LRR_8/ZU5/Death	
Nvec_vc1.1_XM_032382500.2	yellow	0.524	Nvec_vc1.1_XM_032382500.2				Sulfotransfer_4	
Nvec_vc1.1_XM_001639184.3	yellow	0.524	Nvec_vc1.1_XM_001639184.3	Ankrd45			Ank_2	
Nvec_vc1.1_XM_001628048.3	yellow	0.523	Nvec_vc1.1_XM_001628048.3	Cimap3			SHIPPO-rpt	
Nvec_vc1.1_XM_032376267.2	yellow	0.523	Nvec_vc1.1_XM_032376267.2	Hbp1		HMGbox_Sox.HG1.7:HBP1	AXH/HMG_box	tfs
Nvec_vc1.1_XM_032380557.2	yellow	0.523	Nvec_vc1.1_XM_032380557.2				cobW	
Nvec_vc1.1_XM_032387417.2	yellow	0.523	Nvec_vc1.1_XM_032387417.2	Iqca1/Iqca1l			AAA	
Nvec_vc1.1_XM_001632206.3	yellow	0.522	Nvec_vc1.1_XM_001632206.3	Capn3/Capn9/Capn11/Capn2/Capn8/Capn1			Peptidase_C2/Calpain_III	
Nvec_vc1.1_XM_048724402.1	yellow	0.521	Nvec_vc1.1_XM_048724402.1				DUF1759/RVT_1/Peptidase_A17/Integrase_H2C2/DUF5641	
Nvec_vc1.1_XM_032370481.2	yellow	0.52	Nvec_vc1.1_XM_032370481.2					
Nvec_vc1.1_XM_048730862.1	yellow	0.519	Nvec_vc1.1_XM_048730862.1	Ak8			ADK/ADK	
Nvec_vc1.1_XM_001636936.3	yellow	0.519	Nvec_vc1.1_XM_001636936.3	Ccdc166/Ccdc121rt1			DUF4515	
Nvec_vc1.1_XM_032383140.2	yellow	0.519	Nvec_vc1.1_XM_032383140.2				TSP_1/TSP_1/TSP_1	
Nvec_vc1.1_XM_032371184.2	yellow	0.517	Nvec_vc1.1_XM_032371184.2	Phf5a			PHF5	
Nvec_NVE2086	yellow	0.516	Nvec_NVE2086					
Nvec_vc1.1_XM_001640752.3	yellow	0.516	Nvec_vc1.1_XM_001640752.3	Spmip5			DUF2475/DUF2475	
Nvec_vc1.1_XM_048726629.1	yellow	0.514	Nvec_vc1.1_XM_048726629.1	Nipsnap2/Nipsnap1			NIPSNAP/NIPSNAP	
Nvec_vc1.1_XM_048719805.1	yellow	0.513	Nvec_vc1.1_XM_048719805.1	Ift56			TPR_8/TPR_19	
Nvec_vc1.1_XM_001637933.3	yellow	0.513	Nvec_vc1.1_XM_001637933.3	Cnbd1			cNMP_binding	
Nvec_vc1.1_XM_032374767.2	yellow	0.51	Nvec_vc1.1_XM_032374767.2	Hnmt				
Nvec_vc1.1_XM_001640511.3	yellow	0.509	Nvec_vc1.1_XM_001640511.3				Methyltransf_23	
Nvec_vc1.1_XM_032379506.2	yellow	0.509	Nvec_vc1.1_XM_032379506.2				zf-C2H2/zf-C2H2/zf-C2H2	
Nvec_vc1.1_XM_001631201.3	yellow	0.508	Nvec_vc1.1_XM_001631201.3				Phospholip_A2_1	
Nvec_vc1.1_XM_032362369.2	yellow	0.507	Nvec_vc1.1_XM_032362369.2	Lztfl1			Leu_zip	
Nvec_vc1.1_XM_032378626.2	yellow	0.507	Nvec_vc1.1_XM_032378626.2				DUF4200	
Nvec_vc1.1_XM_001635749.3	yellow	0.507	Nvec_vc1.1_XM_001635749.3	Saxo4			PPP1R32	
Nvec_vc1.1_XM_048723791.1	yellow	0.507	Nvec_vc1.1_XM_048723791.1	Banp			BEN	
Nvec_vc1.1_XM_032370739.2	yellow	0.506	Nvec_vc1.1_XM_032370739.2				SNO	
Nvec_vc1.1_XM_001638302.3	yellow	0.505	Nvec_vc1.1_XM_001638302.3	H2az1/H2az2			Histone/Histone_H2A_C	
Nvec_vc1.1_XM_048726538.1	yellow	0.505	Nvec_vc1.1_XM_048726538.1	Ndufs5			Ndufs5	
Nvec_vc1.1_XM_048729818.1	yellow	0.505	Nvec_vc1.1_XM_048729818.1	Spata7			HSD3/HSD3	
Nvec_vc1.1_XM_048729680.1	yellow	0.504	Nvec_vc1.1_XM_048729680.1				Gelsolin/Gelsolin/Gelsolin	
Nvec_vc1.1_XM_032365445.2	yellow	0.504	Nvec_vc1.1_XM_032365445.2	Nicn1				
Nvec_vc1.1_XM_032377600.2	yellow	0.503	Nvec_vc1.1_XM_032377600.2	Bbof1			DUF4515	
Nvec_v1g239401	yellow	0.503	Nvec_v1g239401		Ptx1			
Nvec_vc1.1_XM_032379056.2	yellow	0.503	Nvec_vc1.1_XM_032379056.2	Mrpl21			Ribosomal_L21p	
Nvec_vc1.1_XM_032366749.2	yellow	0.501	Nvec_vc1.1_XM_032366749.2				DUF2475	
Nvec_vc1.1_XM_001633801.3	yellow	0.5	Nvec_vc1.1_XM_001633801.3	Slc25a20			Mito_carr/Mito_carr/Mito_carr	
Nvec_vc1.1_XM_032363350.2	yellow	0.5	Nvec_vc1.1_XM_032363350.2	Dlx4/Dlx1/Dlx3/Dlx6/Dlx2/Dlx5		Homeodomains.HG1.31:DLX1/DLX2/DLX3/DLX4/DLX5/DLX6	Homeodomain	tfs
Nvec_NVE2895	grey60	0.981	Nvec_NVE2895					
Nvec_vc1.1_XM_032366275.2	grey60	0.979	Nvec_vc1.1_XM_032366275.2				7tm_1	
Nvec_vc1.1_XM_001630356.3	grey60	0.979	Nvec_vc1.1_XM_001630356.3	Zglp1		GATA.HG1.4:ZGLP1	GATA	tfs
Nvec_vc1.1_XM_032377553.2	grey60	0.978	Nvec_vc1.1_XM_032377553.2				Linker_histone	
Nvec_vc1.1_XM_001632003.3	grey60	0.978	Nvec_vc1.1_XM_001632003.3					
Nvec_vc1.1_XM_032377499.2	grey60	0.976	Nvec_vc1.1_XM_032377499.2				7tm_1	
Nvec_vc1.1_XM_048728393.1	grey60	0.976	Nvec_vc1.1_XM_048728393.1					
Nvec_vc1.1_XM_001629098.3	grey60	0.975	Nvec_vc1.1_XM_001629098.3	H2bc27/H2bc7/H2bc9/H2bc8/H2bc22/H2bc18/H2bc18/H2bc11/H2bc11			Histone	
Nvec_vc1.1_XM_048722073.1	grey60	0.975	Nvec_vc1.1_XM_048722073.1					
Nvec_vc1.1_XM_048724746.1	grey60	0.974	Nvec_vc1.1_XM_048724746.1				DUF1759/Peptidase_A17/Integrase_H2C2/DUF5641	
Nvec_vc1.1_XM_048724649.1	grey60	0.974	Nvec_vc1.1_XM_048724649.1					
Nvec_vc1.1_XM_001637156.3	grey60	0.973	Nvec_vc1.1_XM_001637156.3	Pif1			PIF1	
Nvec_vc1.1_XM_048721611.1	grey60	0.973	Nvec_vc1.1_XM_048721611.1	Rag1				
Nvec_vc1.1_XM_032376554.2	grey60	0.972	Nvec_vc1.1_XM_032376554.2			zf-C2H2.HG1.17:like:AC008758.1/AC008770.2/AC010422.6/AC073111.4/AC138696.1/BCL11A/BCL11B/EGR1/EGR2/EGR3/EGR4/FEZF1/FEZF2/GFI1/GFI1B/GZF1/HIC1/HIVEP1/IKZF1/IKZF2/IKZF3/IKZF4/MAZ/MYNN/MZF1/OSR1/OSR2/PATZ1/PLAG1/PRDM1/PRDM2/PRDM4/PRDM5/PRDM12/PRDM13/PRDM15/REPIN1/SALL1/SALL2/SALL3/SALL4/VEZF1/ZBTB2/ZBTB3/ZBTB6/ZBTB7A/ZBTB7B/ZBTB7C/ZBTB8A/ZBTB11/ZBTB14/ZBTB21/ZBTB24/ZBTB25/ZBTB26/ZBTB32/ZBTB34/ZBTB37/ZBTB38/ZBTB39/ZBTB41/ZBTB45/ZBTB47/ZFAT/ZFP37/ZFP41/ZFP57/ZFP64/ZFX/ZFY/ZIM2/ZIM3/ZKSCAN2/ZNF2/ZNF14/ZNF16/ZNF18/ZNF20/ZNF22/ZNF24/ZNF32/ZNF35/ZNF45/ZNF57/ZNF74/ZNF80/ZNF133/ZNF135/ZNF136/ZNF138/ZNF141/ZNF142/ZNF197/ZNF200/ZNF202/ZNF212/ZNF213/ZNF217/ZNF219/ZNF236/ZNF260/ZNF263/ZNF264/ZNF268/ZNF275/ZNF282/ZNF287/ZNF296/ZNF311/ZNF316/ZNF320/ZNF331/ZNF335/ZNF337/ZNF341/ZNF343/ZNF367/ZNF396/ZNF397/ZNF436/ZNF439/ZNF444/ZNF446/ZNF467/ZNF484/ZNF490/ZNF491/ZNF497/ZNF500/ZNF502/ZNF507/ZNF513/ZNF526/ZNF532/ZNF536/ZNF540/ZNF543/ZNF551/ZNF555/ZNF564/ZNF568/ZNF569/ZNF573/ZNF589/ZNF592/ZNF596/ZNF597/ZNF605/ZNF629/ZNF644/ZNF646/ZNF648/ZNF652/ZNF658/ZNF664/ZNF665/ZNF667/ZNF668/ZNF669/ZNF678/ZNF687/ZNF688/ZNF695/ZNF696/ZNF697/ZNF699/ZNF707/ZNF709/ZNF711/ZNF713/ZNF717/ZNF728/ZNF732/ZNF763/ZNF768/ZNF771/ZNF774/ZNF775/ZNF777/ZNF778/ZNF780A/ZNF780B/ZNF781/ZNF783/ZNF784/ZNF786/ZNF791/ZNF805/ZNF827/ZNF835/ZNF845/ZNF865/ZNF878/ZNF879/ZNF883/ZSCAN2/ZSCAN4/ZSCAN5A/ZSCAN5B/ZSCAN10/ZSCAN16/ZSCAN23/ZSCAN26	zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_v1g214206	grey60	0.972	Nvec_v1g214206	Nudt18			NUDIX	
Nvec_vc1.1_XM_032369302.2	grey60	0.971	Nvec_vc1.1_XM_032369302.2				zf-MYND	
Nvec_vc1.1_XM_032380148.2	grey60	0.97	Nvec_vc1.1_XM_032380148.2			T-box.HG1.2:like:MGA/TBX1/TBX2/TBX3/TBX4/TBX5/TBX6/TBX10/TBX15/TBX18/TBX20/TBX22	T-box	tfs
Nvec_vc1.1_XM_032364146.2	grey60	0.969	Nvec_vc1.1_XM_032364146.2					
Nvec_vc1.1_XM_001632210.3	grey60	0.967	Nvec_vc1.1_XM_001632210.3					
Nvec_vc1.1_XM_048727732.1	grey60	0.966	Nvec_vc1.1_XM_048727732.1					
Nvec_vc1.1_XM_032370311.2	grey60	0.961	Nvec_vc1.1_XM_032370311.2					
Nvec_vc1.1_XM_001631400.3	grey60	0.959	Nvec_vc1.1_XM_001631400.3	Stmn3/Stmn4/Stmn2			Stathmin	
Nvec_vc1.1_XM_001637229.1	grey60	0.957	Nvec_vc1.1_XM_001637229.1	Alpk2/Alpk3			Alpha_kinase	
Nvec_vc1.1_XM_048723918.1	grey60	0.957	Nvec_vc1.1_XM_048723918.1	Adora3/Taar9/Htr1a			7tm_1	
Nvec_vc1.1_XM_032384692.2	grey60	0.953	Nvec_vc1.1_XM_032384692.2				RRM_1	
Nvec_vc1.1_XM_001637428.3	grey60	0.951	Nvec_vc1.1_XM_001637428.3				ABC_membrane/ABC_tran/ABC_membrane/ABC_tran	
Nvec_vc1.1_XM_048733693.1	grey60	0.947	Nvec_vc1.1_XM_048733693.1					
Nvec_vc1.1_XM_001641319.3	grey60	0.944	Nvec_vc1.1_XM_001641319.3	Ccnj/Ccnjl			Cyclin_N/Cyclin_C	
Nvec_vc1.1_XM_001639850.3	grey60	0.943	Nvec_vc1.1_XM_001639850.3					
Nvec_vc1.1_XM_032380623.2	grey60	0.943	Nvec_vc1.1_XM_032380623.2				Pkinase	
Nvec_vc1.1_XM_048733692.1	grey60	0.941	Nvec_vc1.1_XM_048733692.1				DDE_Tnp_IS1595	
Nvec_vc1.1_XM_048729717.1	grey60	0.929	Nvec_vc1.1_XM_048729717.1					
