gene	gene_module	membership_score	gene	gene_name	common_name	og	pfam	gene_list
Nvec_vc1.1_XM_032380670.2	steelblue	0.512	Nvec_vc1.1_XM_032380670.2	Dnajb2			DnaJ	
Nvec_vc1.1_XM_048723827.1	steelblue	0.51	Nvec_vc1.1_XM_048723827.1	Ube2z			UQ_con	
Nvec_vc1.1_XM_048722024.1	steelblue	0.509	Nvec_vc1.1_XM_048722024.1				Globin	
Nvec_vc1.1_XM_048733161.1	steelblue	0.508	Nvec_vc1.1_XM_048733161.1					
Nvec_NVE19548	steelblue	0.507	Nvec_NVE19548					
Nvec_NVE25069	red	0.979	Nvec_NVE25069					
Nvec_vc1.1_XM_032386719.2	red	0.975	Nvec_vc1.1_XM_032386719.2				FKBP_C/EF-hand_7	
Nvec_vc1.1_XM_001641356.3	red	0.966	Nvec_vc1.1_XM_001641356.3				PA14/CHGN	
Nvec_vc1.1_XM_032369292.2	red	0.96	Nvec_vc1.1_XM_032369292.2					
Nvec_vc1.1_XM_048734466.1	red	0.958	Nvec_vc1.1_XM_048734466.1				Glyco_transf_7N/Glyco_transf_7C	
Nvec_vc1.1_XM_048730609.1	red	0.957	Nvec_vc1.1_XM_048730609.1				Filamin	
Nvec_vc1.1_XM_001641262.3	red	0.955	Nvec_vc1.1_XM_001641262.3	Ergic1			ERGIC_N/COPIIcoated_ERV	
Nvec_vc1.1_XM_032380754.2	red	0.952	Nvec_vc1.1_XM_032380754.2	Ltk/Alk			Gly_rich	
Nvec_vc1.1_XM_001627362.3	red	0.95	Nvec_vc1.1_XM_001627362.3				STELLO	
Nvec_vc1.1_XM_048724273.1	red	0.945	Nvec_vc1.1_XM_048724273.1	Pomgnt1			GNT-I	
Nvec_vc1.1_XM_048724008.1	red	0.945	Nvec_vc1.1_XM_048724008.1	Gmppa			NTP_transferase/Hexapep	
Nvec_vc1.1_XM_001629104.1	red	0.942	Nvec_vc1.1_XM_001629104.1					
Nvec_vc1.1_XM_032364672.2	red	0.934	Nvec_vc1.1_XM_032364672.2					
Nvec_vc1.1_XM_032387320.2	red	0.934	Nvec_vc1.1_XM_032387320.2				PA14/CHGN	
Nvec_vc1.1_XM_001637415.3	red	0.934	Nvec_vc1.1_XM_001637415.3	Gmppb			NTP_transferase/Hexapep	
Nvec_vc1.1_XM_032381258.2	red	0.93	Nvec_vc1.1_XM_032381258.2				Filamin	
Nvec_vc1.1_XM_001625397.3	red	0.93	Nvec_vc1.1_XM_001625397.3					
Nvec_vc1.1_XM_001632267.3	red	0.928	Nvec_vc1.1_XM_001632267.3	Gnpnat1			Acetyltransf_1	
Nvec_vc1.1_XM_032382449.2	red	0.926	Nvec_vc1.1_XM_032382449.2				ShK/CAP	
Nvec_vc1.1_XM_032377313.2	red	0.924	Nvec_vc1.1_XM_032377313.2	Dpm3			DPM3	
Nvec_vc1.1_XM_001637205.3	red	0.919	Nvec_vc1.1_XM_001637205.3				Glyco_transf_54	
Nvec_vc1.1_XM_032362403.2	red	0.908	Nvec_vc1.1_XM_032362403.2				Glyco_transf_18	
Nvec_vc1.1_XM_001641437.3	red	0.907	Nvec_vc1.1_XM_001641437.3	Tmem63b/Tmem63c/Tmem63a			RSN1_TM/PHM7_cyt/RSN1_7TM	
Nvec_vc1.1_XM_001639925.3	red	0.903	Nvec_vc1.1_XM_001639925.3	Pmm1/Pmm2			PMM	
Nvec_vc1.1_XM_032381516.2	red	0.896	Nvec_vc1.1_XM_032381516.2				Glyco_tran_10_N/Glyco_transf_10	
Nvec_vc1.1_XM_001629342.3	red	0.895	Nvec_vc1.1_XM_001629342.3				TSP_1/TSP_1/TSP_1	
Nvec_v1g238315	red	0.894	Nvec_v1g238315					
Nvec_vc1.1_XM_032362617.2	red	0.893	Nvec_vc1.1_XM_032362617.2				SBF_like	
Nvec_vc1.1_XM_032366912.2	red	0.887	Nvec_vc1.1_XM_032366912.2					
Nvec_vc1.1_XM_032367401.2	red	0.876	Nvec_vc1.1_XM_032367401.2				Collagen/Collagen/Ig_3/Ig_3/Ig_3	
Nvec_vc1.1_XM_048729865.1	red	0.871	Nvec_vc1.1_XM_048729865.1	Pomt2			PMT/MIR/PMT_4TMC	
Nvec_vc1.1_XM_048725470.1	red	0.856	Nvec_vc1.1_XM_048725470.1					
Nvec_vc1.1_XM_001631578.3	red	0.856	Nvec_vc1.1_XM_001631578.3				Sulfotransfer_4	
Nvec_vc1.1_XM_001633770.3	red	0.848	Nvec_vc1.1_XM_001633770.3	Arl6ip5/Praf2/Gm45208			PRA1	
Nvec_vc1.1_XM_032363681.2	red	0.837	Nvec_vc1.1_XM_032363681.2				zf-C3HC4_2	
Nvec_vc1.1_XM_001634360.3	red	0.829	Nvec_vc1.1_XM_001634360.3	Slc35c1			TPT	
Nvec_vc1.1_XM_032369878.2	red	0.828	Nvec_vc1.1_XM_032369878.2	Pomt1			PMT/MIR/PMT_4TMC	
Nvec_vc1.1_XM_032366609.2	red	0.827	Nvec_vc1.1_XM_032366609.2	Noto		Homeodomains.HG1.49:like:NOTO	Homeodomain	tfs
Nvec_vc1.1_XM_001626400.2	red	0.827	Nvec_vc1.1_XM_001626400.2					
Nvec_vc1.1_XM_032380234.2	red	0.826	Nvec_vc1.1_XM_032380234.2	Rabac1			PRA1	
Nvec_vc1.1_XM_001631151.3	red	0.825	Nvec_vc1.1_XM_001631151.3				DUF229	
Nvec_vc1.1_XM_001623646.3	red	0.812	Nvec_vc1.1_XM_001623646.3				Phytochelatin	
Nvec_vc1.1_XM_032363739.2	red	0.803	Nvec_vc1.1_XM_032363739.2	Slc35b2			UAA	
Nvec_vc1.1_XM_001628756.3	red	0.803	Nvec_vc1.1_XM_001628756.3				DUF4203	
Nvec_vc1.1_XM_048731088.1	red	0.798	Nvec_vc1.1_XM_048731088.1	Dpm2			DPM2	
Nvec_vc1.1_XM_032372048.2	red	0.797	Nvec_vc1.1_XM_032372048.2				Glyco_transf_54	
Nvec_vc1.1_XM_032371345.2	red	0.795	Nvec_vc1.1_XM_032371345.2				DUF229	
Nvec_vc1.1_XM_001638338.3	red	0.793	Nvec_vc1.1_XM_001638338.3	Slc10a7			SBF_like	
Nvec_vc1.1_XM_001626344.3	red	0.793	Nvec_vc1.1_XM_001626344.3				DUF4558	
Nvec_NVE16439	red	0.786	Nvec_NVE16439					
Nvec_vc1.1_XM_032381190.2	red	0.782	Nvec_vc1.1_XM_032381190.2	Khk			PfkB	
Nvec_vc1.1_XM_032383832.2	red	0.777	Nvec_vc1.1_XM_032383832.2				Cas1_AcylT	
Nvec_vc1.1_XM_048725689.1	red	0.771	Nvec_vc1.1_XM_048725689.1					
Nvec_vc1.1_XM_001635904.3	red	0.768	Nvec_vc1.1_XM_001635904.3				Thioredoxin_7	
Nvec_vc1.1_XM_032377288.2	red	0.761	Nvec_vc1.1_XM_032377288.2					
Nvec_vc1.1_XM_032371600.2	red	0.759	Nvec_vc1.1_XM_032371600.2					
Nvec_vc1.1_XM_001634745.3	red	0.757	Nvec_vc1.1_XM_001634745.3					
Nvec_NVE7246	red	0.754	Nvec_NVE7246					
Nvec_vc1.1_XM_032386718.2	red	0.751	Nvec_vc1.1_XM_032386718.2				Sod_Fe_N/Sod_Fe_C	
Nvec_vc1.1_XM_001627228.3	red	0.747	Nvec_vc1.1_XM_001627228.3				Neurensin	
Nvec_vc1.1_XM_032382754.2	red	0.745	Nvec_vc1.1_XM_032382754.2	Slc17a9			MFS_1	
Nvec_vc1.1_XM_032387142.2	red	0.744	Nvec_vc1.1_XM_032387142.2	Smim7				
Nvec_vc1.1_XM_001630345.3	red	0.741	Nvec_vc1.1_XM_001630345.3	Acat3/Acat2			Thiolase_N/Thiolase_C	
Nvec_vc1.1_XM_001637226.3	red	0.739	Nvec_vc1.1_XM_001637226.3	Mpdu1			PQ-loop/PQ-loop	
Nvec_vc1.1_XM_048732791.1	red	0.736	Nvec_vc1.1_XM_048732791.1	Tmco3			Na_H_Exchanger	
Nvec_vc1.1_XM_032378881.2	red	0.732	Nvec_vc1.1_XM_032378881.2	Creb3l2/Creb3l1	CREB3	bZIP.HG1.15:CREB3/CREB3L1/CREB3L2/CREB3L3/CREB3L4	bZIP_1	tfs
Nvec_vc1.1_XM_032364773.2	red	0.723	Nvec_vc1.1_XM_032364773.2		NOTO	Homeodomains.HG1.59:like:NOTO	Homeodomain	tfs
Nvec_vc1.1_XM_048724757.1	red	0.721	Nvec_vc1.1_XM_048724757.1	Gfpt1/Gfpt2			GATase_6/SIS/SIS	
Nvec_vc1.1_XM_001632102.3	red	0.72	Nvec_vc1.1_XM_001632102.3	Fam181a			FAM181	
Nvec_vc1.1_XM_032374621.2	red	0.719	Nvec_vc1.1_XM_032374621.2				7tm_1	
Nvec_vc1.1_XM_048726902.1	red	0.718	Nvec_vc1.1_XM_048726902.1				Metallopep/Jacalin	
Nvec_vc1.1_XM_032363270.2	red	0.717	Nvec_vc1.1_XM_032363270.2				BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1	
Nvec_vc1.1_XM_032371808.2	red	0.716	Nvec_vc1.1_XM_032371808.2				Gal_Lectin	
Nvec_vc1.1_XM_032370228.2	red	0.706	Nvec_vc1.1_XM_032370228.2				TSP_1	
Nvec_vc1.1_XM_001641190.3	red	0.704	Nvec_vc1.1_XM_001641190.3				HAD_2	
Nvec_vc1.1_XM_032382903.2	red	0.698	Nvec_vc1.1_XM_032382903.2	Pck2/Pck1			PEPCK_N/PEPCK_GTP	
Nvec_vc1.1_XM_001630825.3	red	0.695	Nvec_vc1.1_XM_001630825.3				PA14/CHGN	
Nvec_vc1.1_XM_032364320.2	red	0.686	Nvec_vc1.1_XM_032364320.2	Esrp2/Esrp1				
Nvec_vc1.1_XM_001629952.3	red	0.669	Nvec_vc1.1_XM_001629952.3	Mpi			PMI_typeI	
Nvec_NVE1680	red	0.663	Nvec_NVE1680	Mzt2			MOZART2	
Nvec_vc1.1_XM_001638860.3	red	0.662	Nvec_vc1.1_XM_001638860.3				Glyco_tran_10_N/Glyco_transf_10	
Nvec_vc1.1_XM_032378320.2	red	0.66	Nvec_vc1.1_XM_032378320.2				7tm_1	
Nvec_vc1.1_XM_048724569.1	red	0.659	Nvec_vc1.1_XM_048724569.1	Slc39a8/Slc39a14			Zip	
Nvec_vc1.1_XM_032367258.2	red	0.657	Nvec_vc1.1_XM_032367258.2	Trmt9b			Methyltransf_11	
Nvec_vc1.1_XM_032380764.2	red	0.652	Nvec_vc1.1_XM_032380764.2					
Nvec_vc1.1_XM_032361878.2	red	0.649	Nvec_vc1.1_XM_032361878.2				Tctex-1	
Nvec_vc1.1_XM_032374580.2	red	0.644	Nvec_vc1.1_XM_032374580.2	Capn6/Capn5			Peptidase_C2/Calpain_III/C2	
Nvec_vc1.1_XM_001626026.3	red	0.639	Nvec_vc1.1_XM_001626026.3	Ube2e3/Ube2e1/Ube2e2			UQ_con	
Nvec_vc1.1_XM_032365386.2	red	0.627	Nvec_vc1.1_XM_032365386.2	Fbxl13			F-box-like/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6	
Nvec_vc1.1_XM_032379149.2	red	0.625	Nvec_vc1.1_XM_032379149.2				PAN_1	
Nvec_vc1.1_XM_001625403.3	red	0.619	Nvec_vc1.1_XM_001625403.3	Slc25a1			Mito_carr/Mito_carr/Mito_carr	
Nvec_vc1.1_XM_001628402.3	red	0.616	Nvec_vc1.1_XM_001628402.3	Cgref1			EF-hand_7	
Nvec_vc1.1_XM_001640534.3	red	0.615	Nvec_vc1.1_XM_001640534.3				STELLO	
Nvec_vc1.1_XM_048730228.1	red	0.6	Nvec_vc1.1_XM_048730228.1				Nuc_sug_transp	
Nvec_vc1.1_XM_001625812.3	red	0.6	Nvec_vc1.1_XM_001625812.3	Clvs1/Clvs2			CRAL_TRIO	
Nvec_vc1.1_XM_001639616.3	red	0.595	Nvec_vc1.1_XM_001639616.3	Abhd14a				
Nvec_vc1.1_XM_032380422.2	red	0.59	Nvec_vc1.1_XM_032380422.2				7tm_1	
Nvec_vc1.1_XM_032379410.2	red	0.58	Nvec_vc1.1_XM_032379410.2	Cd164/Cd164l2/Tmem123			MGC-24	
Nvec_vc1.1_XM_032376415.2	red	0.578	Nvec_vc1.1_XM_032376415.2	Mtmr14				
Nvec_vc1.1_XM_001622499.3	red	0.575	Nvec_vc1.1_XM_001622499.3	Gmds			GDP_Man_Dehyd	
Nvec_vc1.1_XM_048726105.1	red	0.573	Nvec_vc1.1_XM_048726105.1	Hpd			Glyoxalase	
Nvec_vc1.1_XM_048726397.1	red	0.567	Nvec_vc1.1_XM_048726397.1	Bpnt2			Inositol_P	
Nvec_NVE20918	red	0.561	Nvec_NVE20918					
Nvec_vc1.1_XM_032365793.2	red	0.555	Nvec_vc1.1_XM_032365793.2	Mia2			SH3_2/Trefoil	
Nvec_vc1.1_XM_048726004.1	red	0.553	Nvec_vc1.1_XM_048726004.1	Mfsd13b			MFS_2	
Nvec_vc1.1_XM_032367279.2	red	0.552	Nvec_vc1.1_XM_032367279.2	Fam114a2/Fam114a1			DUF719	
Nvec_vc1.1_XM_032372315.2	red	0.551	Nvec_vc1.1_XM_032372315.2				7tm_1	
Nvec_vc1.1_XM_032371368.2	red	0.542	Nvec_vc1.1_XM_032371368.2				zf-C2HC_2/zf-C2HC_2/zf-C2HC_2/zf-C2HC_2	
Nvec_vc1.1_XM_032381216.1	red	0.539	Nvec_vc1.1_XM_032381216.1	Fpgt			Fucokinase	
Nvec_vc1.1_XM_032364616.2	red	0.538	Nvec_vc1.1_XM_032364616.2	Entpd4b/Entpd4/Entpd7			GDA1_CD39	
Nvec_NVE17203	red	0.536	Nvec_NVE17203					
Nvec_vc1.1_XM_032366094.2	red	0.534	Nvec_vc1.1_XM_032366094.2				MFS_1	
Nvec_vc1.1_XM_032364117.2	red	0.53	Nvec_vc1.1_XM_032364117.2	Fbxo8			Sec7	
Nvec_vc1.1_XM_048728635.1	red	0.529	Nvec_vc1.1_XM_048728635.1					
Nvec_vc1.1_XM_001629389.3	red	0.524	Nvec_vc1.1_XM_001629389.3				PEP_mutase	
Nvec_vc1.1_XM_001639781.3	red	0.523	Nvec_vc1.1_XM_001639781.3				7tm_1	
Nvec_vc1.1_XM_001632293.3	red	0.515	Nvec_vc1.1_XM_001632293.3					
Nvec_vc1.1_XM_032369897.2	red	0.511	Nvec_vc1.1_XM_032369897.2				MOLO1/zf-RING_2	
Nvec_vc1.1_XM_032375228.2	red	0.505	Nvec_vc1.1_XM_032375228.2		Rfx4	RFX.HG1.3:like:RFX4/RFX6/RFX8	RFX_DNA_binding	tfs
Nvec_vc1.1_XM_001629728.3	red	0.503	Nvec_vc1.1_XM_001629728.3	Ppp1r3c/Ppp1r3b			CBM_21	
Nvec_vc1.1_XM_032370875.2	red	0.502	Nvec_vc1.1_XM_032370875.2					
Nvec_vc1.1_XM_032366834.2	red	0.502	Nvec_vc1.1_XM_032366834.2	Entpd5/Entpd6			GDA1_CD39	
Nvec_vc1.1_XM_001635153.3	thistle1	0.936	Nvec_vc1.1_XM_001635153.3	Tmem263				
Nvec_vc1.1_XM_001626814.3	thistle1	0.925	Nvec_vc1.1_XM_001626814.3	Cacfd1			Cg6151-P	
Nvec_vc1.1_XM_048727242.1	thistle1	0.925	Nvec_vc1.1_XM_048727242.1	Slc30a7			Cation_efflux	
Nvec_v1g79705	thistle1	0.908	Nvec_v1g79705				DUF1242	
Nvec_vc1.1_XM_001638647.3	thistle1	0.902	Nvec_vc1.1_XM_001638647.3					
Nvec_vc1.1_XM_048721573.1	thistle1	0.9	Nvec_vc1.1_XM_048721573.1				Collagen/Collagen/Collagen	
Nvec_vc1.1_XM_001628386.3	thistle1	0.897	Nvec_vc1.1_XM_001628386.3				Arf	
Nvec_vc1.1_XM_001636283.3	thistle1	0.875	Nvec_vc1.1_XM_001636283.3	Slc39a7			Zip	
Nvec_vc1.1_XM_032377216.2	thistle1	0.872	Nvec_vc1.1_XM_032377216.2	Mfsd6l			MFS_1_like	
Nvec_vc1.1_XM_032381389.2	thistle1	0.863	Nvec_vc1.1_XM_032381389.2	Golt1b			Got1	
Nvec_vc1.1_XM_001628135.3	thistle1	0.854	Nvec_vc1.1_XM_001628135.3				Dynamin_N	
Nvec_vc1.1_XM_001640401.3	thistle1	0.839	Nvec_vc1.1_XM_001640401.3	Kdelr2/Kdelr3			ER_lumen_recept	
Nvec_vc1.1_XM_048734207.1	thistle1	0.836	Nvec_vc1.1_XM_048734207.1	Tmem18			TMEM18	
Nvec_vc1.1_XM_032364054.2	thistle1	0.83	Nvec_vc1.1_XM_032364054.2					
Nvec_vc1.1_XM_001633819.3	thistle1	0.821	Nvec_vc1.1_XM_001633819.3		BHMG1	HLH.HG1.3:BHMG1	HLH	tfs
Nvec_vc1.1_XM_048729307.1	thistle1	0.817	Nvec_vc1.1_XM_048729307.1	Sil1			Fes1	
Nvec_vc1.1_XM_048721757.1	thistle1	0.817	Nvec_vc1.1_XM_048721757.1				Galactosyl_T	
Nvec_vc1.1_XM_001621919.3	thistle1	0.815	Nvec_vc1.1_XM_001621919.3	Csrnp3/Csrnp1/Csrnp2			CSRNP_N/CSRNP_N	
Nvec_vc1.1_XM_001641550.3	thistle1	0.814	Nvec_vc1.1_XM_001641550.3				EMP24_GP25L	
Nvec_vc1.1_XM_032378531.2	thistle1	0.807	Nvec_vc1.1_XM_032378531.2	Tvp23b/Tvp23a			DUF846	
Nvec_vc1.1_XM_032376670.2	thistle1	0.803	Nvec_vc1.1_XM_032376670.2	Gpr180			GpcrRhopsn4	
Nvec_vc1.1_XM_048732496.1	thistle1	0.801	Nvec_vc1.1_XM_048732496.1	Ercc5			XPG_N/XPG_I	
Nvec_vc1.1_XM_032363272.2	thistle1	0.8	Nvec_vc1.1_XM_032363272.2	Derl1			DER1	
Nvec_vc1.1_XM_001639563.2	thistle1	0.796	Nvec_vc1.1_XM_001639563.2	H13			Peptidase_A22B	
Nvec_vc1.1_XM_001640280.3	thistle1	0.792	Nvec_vc1.1_XM_001640280.3					
Nvec_vc1.1_XM_048725056.1	thistle1	0.792	Nvec_vc1.1_XM_048725056.1	Ubiad1			UbiA	
Nvec_vc1.1_XM_032372942.2	thistle1	0.788	Nvec_vc1.1_XM_032372942.2	Lman1l/Lman1			Lectin_leg-like	
Nvec_vc1.1_XM_032386238.2	thistle1	0.778	Nvec_vc1.1_XM_032386238.2	Spcs3/Arxes1/Arxes2			SPC22	
Nvec_vc1.1_XM_048724740.1	thistle1	0.778	Nvec_vc1.1_XM_048724740.1	Sec62			Sec62	
Nvec_vc1.1_XM_048722179.1	thistle1	0.778	Nvec_vc1.1_XM_048722179.1	Dnajc10			DnaJ/Thioredoxin/Thioredoxin/Thioredoxin/Thioredoxin	
Nvec_vc1.1_XM_001639797.3	thistle1	0.774	Nvec_vc1.1_XM_001639797.3	Yipf3				
Nvec_vc1.1_XM_032363464.2	thistle1	0.77	Nvec_vc1.1_XM_032363464.2	Slc6a20b/Slc6a17/Slc6a19/Slc6a18/Slc6a15/Slc6a20a			SNF	
Nvec_vc1.1_XM_048730744.1	thistle1	0.764	Nvec_vc1.1_XM_048730744.1	Sel1l/Sel1l2			Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1/Sel1	
Nvec_vc1.1_XM_001640760.3	thistle1	0.764	Nvec_vc1.1_XM_001640760.3	Ube2h			UQ_con	
Nvec_vc1.1_XM_001640398.3	thistle1	0.746	Nvec_vc1.1_XM_001640398.3	Gng13			G-gamma	
Nvec_v1g187198	thistle1	0.744	Nvec_v1g187198	Tmem167			DUF1242	
Nvec_vc1.1_XM_001627966.3	thistle1	0.743	Nvec_vc1.1_XM_001627966.3	Tmed4/Tmed9/Tmed11			EMP24_GP25L	
Nvec_vc1.1_XM_001631385.3	thistle1	0.741	Nvec_vc1.1_XM_001631385.3	Pcyt1b/Pcyt1a			CTP_transf_like	
Nvec_vc1.1_XM_001637730.3	thistle1	0.735	Nvec_vc1.1_XM_001637730.3	Sar1b/Sar1a			Arf	
Nvec_vc1.1_XM_001628096.3	thistle1	0.727	Nvec_vc1.1_XM_001628096.3				PRKCSH-like/PRKCSH_1	
Nvec_vc1.1_XM_001633252.3	thistle1	0.724	Nvec_vc1.1_XM_001633252.3	Tmed10			EMP24_GP25L	
Nvec_vc1.1_XM_032383358.2	thistle1	0.724	Nvec_vc1.1_XM_032383358.2	Nus1			Prenyltransf	
Nvec_vc1.1_XM_001634696.3	thistle1	0.722	Nvec_vc1.1_XM_001634696.3	Arl1			Arf	
Nvec_vc1.1_XM_001630495.3	thistle1	0.72	Nvec_vc1.1_XM_001630495.3	Spcs1			SPC12	
Nvec_vc1.1_XM_032366290.2	thistle1	0.718	Nvec_vc1.1_XM_032366290.2	Ica1/Ica1l			Arfaptin/ICA69	
Nvec_vc1.1_XM_032384521.2	thistle1	0.715	Nvec_vc1.1_XM_032384521.2	Yif1a/Yif1b			YIF1	
Nvec_vc1.1_XM_001634714.3	thistle1	0.715	Nvec_vc1.1_XM_001634714.3				BTB/BACK/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1/Kelch_1	
Nvec_vc1.1_XM_032374192.2	thistle1	0.713	Nvec_vc1.1_XM_032374192.2	Yipf1/Yipf2			Yip1	
Nvec_vc1.1_XM_032373732.2	thistle1	0.708	Nvec_vc1.1_XM_032373732.2	Slc33a1			Acatn/Acatn	
Nvec_vc1.1_XM_032379174.2	thistle1	0.701	Nvec_vc1.1_XM_032379174.2	Selenok			SelK_SelG	
Nvec_vc1.1_XM_032383565.2	thistle1	0.699	Nvec_vc1.1_XM_032383565.2	Vmp1			SAP	
Nvec_vc1.1_XM_032382763.2	thistle1	0.694	Nvec_vc1.1_XM_032382763.2	Spsb4/Spsb1			SPRY/SOCS_box	
Nvec_vc1.1_XM_001633046.3	thistle1	0.692	Nvec_vc1.1_XM_001633046.3	Sec11a/Sec11c			Peptidase_S24	
Nvec_NVE17753	thistle1	0.692	Nvec_NVE17753				RIIa	
Nvec_vc1.1_XM_048733269.1	thistle1	0.69	Nvec_vc1.1_XM_048733269.1	Lrrc59			LRR_8	
Nvec_vc1.1_XM_048724291.1	thistle1	0.688	Nvec_vc1.1_XM_048724291.1	Pcbp1/Pcbp3/Pcbp2/Pcbp4			KH_1/KH_1/KH_1	
Nvec_vc1.1_XM_001627008.3	thistle1	0.687	Nvec_vc1.1_XM_001627008.3	Mfsd13a			MFS_2/MFS_2	
Nvec_vc1.1_XM_032383851.2	thistle1	0.685	Nvec_vc1.1_XM_032383851.2				MACPF	
Nvec_vc1.1_XM_001637648.2	thistle1	0.683	Nvec_vc1.1_XM_001637648.2	Pex11b/Gm42957/Pex11a			PEX11	
Nvec_vc1.1_XM_001626359.3	thistle1	0.682	Nvec_vc1.1_XM_001626359.3	Tspan3			Tetraspanin	
Nvec_vc1.1_XM_001629547.3	thistle1	0.681	Nvec_vc1.1_XM_001629547.3				EF-hand_7	
Nvec_vc1.1_XM_001636233.3	thistle1	0.672	Nvec_vc1.1_XM_001636233.3	Ypel5			Yippee-Mis18	
Nvec_vc1.1_XM_001636246.3	thistle1	0.671	Nvec_vc1.1_XM_001636246.3	Surf4			SURF4	
Nvec_vc1.1_XM_048733011.1	thistle1	0.67	Nvec_vc1.1_XM_048733011.1					
Nvec_vc1.1_XM_001626967.3	thistle1	0.669	Nvec_vc1.1_XM_001626967.3	Tmem198b			DUF4203	
Nvec_vc1.1_XM_001626453.3	thistle1	0.668	Nvec_vc1.1_XM_001626453.3	Gpr89			GPHR_N/ABA_GPCR	
Nvec_vc1.1_XM_001638049.3	thistle1	0.667	Nvec_vc1.1_XM_001638049.3	Pafah1b3/Pafah1b2			Lipase_GDSL_2	
Nvec_vc1.1_XM_001620767.3	thistle1	0.664	Nvec_vc1.1_XM_001620767.3	Tmem165			UPF0016/UPF0016	
Nvec_vc1.1_XM_001623597.3	thistle1	0.662	Nvec_vc1.1_XM_001623597.3	Tmed2			EMP24_GP25L	
Nvec_vc1.1_XM_048726560.1	thistle1	0.662	Nvec_vc1.1_XM_048726560.1	Rusf1			DUF647	
Nvec_vc1.1_XM_001636646.3	thistle1	0.66	Nvec_vc1.1_XM_001636646.3	Eef1e1			GST_C	
Nvec_vc1.1_XM_032383947.2	thistle1	0.658	Nvec_vc1.1_XM_032383947.2	Copz1/Copz2			Clat_adaptor_s	
Nvec_vc1.1_XM_001634435.3	thistle1	0.656	Nvec_vc1.1_XM_001634435.3	Cdk5rap3			DUF773/DUF773	
Nvec_vc1.1_XM_032375602.2	thistle1	0.649	Nvec_vc1.1_XM_032375602.2	Insm1/Insm2	Insm1	zf-C2H2.HG25.1:INSM1/INSM2	zf-C2H2/zf-C2H2/zf-C2H2	tfs
Nvec_vc1.1_XM_032381550.2	thistle1	0.646	Nvec_vc1.1_XM_032381550.2	Rnf121				
Nvec_vc1.1_XM_048725700.1	thistle1	0.646	Nvec_vc1.1_XM_048725700.1				Thioredoxin	
Nvec_vc1.1_XM_001631163.3	thistle1	0.642	Nvec_vc1.1_XM_001631163.3	Tmed8/Acbd3			ACBP/GOLD_2	
Nvec_vc1.1_XM_032373978.2	thistle1	0.639	Nvec_vc1.1_XM_032373978.2				UPF0449	
Nvec_vc1.1_XM_001624225.3	thistle1	0.639	Nvec_vc1.1_XM_001624225.3	Jagn1			Jagunal	
Nvec_vc1.1_XM_001635556.3	thistle1	0.637	Nvec_vc1.1_XM_001635556.3	Blzf1				
Nvec_vc1.1_XM_001634854.3	thistle1	0.63	Nvec_vc1.1_XM_001634854.3	Trib2/Trib1			Pkinase	
Nvec_vc1.1_XM_001641695.3	thistle1	0.628	Nvec_vc1.1_XM_001641695.3	Stim1/Stim2			SAM_2/SOAR	
Nvec_vc1.1_XM_032380187.2	thistle1	0.623	Nvec_vc1.1_XM_032380187.2	Abcg1/Abcg4			ABC_tran/ABC2_membrane	
Nvec_vc1.1_XM_001625444.3	thistle1	0.622	Nvec_vc1.1_XM_001625444.3	Ssr2			TRAP_beta	
Nvec_v1g187754	thistle1	0.612	Nvec_v1g187754	Tmem229b				
Nvec_vc1.1_XM_048723167.1	thistle1	0.612	Nvec_vc1.1_XM_048723167.1	Copb1			Adaptin_N/Coatamer_beta_C/Coatomer_b_Cpla	
Nvec_vc1.1_XM_001631880.3	thistle1	0.612	Nvec_vc1.1_XM_001631880.3	Ube2g1			UQ_con	
Nvec_vc1.1_XM_032385647.2	thistle1	0.607	Nvec_vc1.1_XM_032385647.2	Rfx1/Rfx3/Rfx2	RFX1/2/3	RFX.HG1.2:RFX1/RFX2/RFX3	RFX_DNA_binding	tfs
Nvec_v1g206164	thistle1	0.606	Nvec_v1g206164	Btg2/Btg1//			BTG	
Nvec_vc1.1_XM_032374631.2	thistle1	0.604	Nvec_vc1.1_XM_032374631.2	Slc30a1			Cation_efflux	
Nvec_vc1.1_XM_001628700.3	thistle1	0.604	Nvec_vc1.1_XM_001628700.3	Rab2a			Ras	
Nvec_vc1.1_XM_001639626.3	thistle1	0.598	Nvec_vc1.1_XM_001639626.3	Spty2d1			SPT2	
Nvec_vc1.1_XM_001641894.3	thistle1	0.596	Nvec_vc1.1_XM_001641894.3	Srprb			SRPRB	
Nvec_vc1.1_XM_001624952.3	thistle1	0.594	Nvec_vc1.1_XM_001624952.3	Pla2g12a/Pla2g12b			PLA2G12	
Nvec_vc1.1_XM_048721361.1	thistle1	0.594	Nvec_vc1.1_XM_048721361.1	Hgd			HgmA	
Nvec_NVE6752	thistle1	0.591	Nvec_NVE6752					
Nvec_vc1.1_XM_032365533.2	thistle1	0.588	Nvec_vc1.1_XM_032365533.2	Slc38a10			Aa_trans	
