gene	cell_type	stage	time	lvl	rpm_delta	rpm_delta_diff
Nvec_vc1.1_XM_048722812.1	secretory	D|2d planula	D|2d planula	3	0.402247016506502	0.182602983407371
Nvec_vc1.1_XM_032379394.2	NPC	D|2d planula	D|2d planula	3	0.402095265345827	0.29220044086003
Nvec_vc1.1_XM_048729090.1	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.401220975560864	0.106130442879915
Nvec_vc1.1_XM_032370623.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.400325193438624	0.2782426145225
Nvec_vc1.1_XM_032363271.2	gland.mucous	D|24h gastrula	D|24h gastrula	2	0.399962763147845	0.12671489127274
Nvec_vc1.1_XM_001638841.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.399766440100545	0.265610828328002
Nvec_vc1.1_XM_032378338.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.399435159274237	0.185681352031706
Nvec_vc1.1_XM_001627907.3	cnidocyte	D|16d p.polyp	D|16d p.polyp	8	0.398917623129449	0.155508642265124
Nvec_vc1.1_XM_048728211.1	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.398093841642229	0.217395006367686
Nvec_vc1.1_XM_032375915.2	gastrodermis	D|2d planula	D|2d planula	3	0.397960509223175	0.0804609842374255
Nvec_vc1.1_XM_032372883.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.397941680960549	0.417286574323386
Nvec_vc1.1_XM_001622708.3	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.397398757077088	0.15083099227686
Nvec_vc1.1_XM_001623467.3	NPC	D|18h gastrula	D|18h gastrula	1	0.397148975151108	0.1835971756955
Nvec_vc1.1_XM_048726662.1	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.395758661887694	0.140861844818789
Nvec_vc1.1_XM_032363418.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.395430691086897	0.168973559686049
Nvec_vc1.1_XM_032384447.2	NPC	D|18h gastrula	D|18h gastrula	1	0.395277857759863	0.231578988535509
Nvec_vc1.1_XM_032365977.2	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.395243380301652	0.240921592823239
Nvec_vc1.1_XM_001635120.3	gland.mucous	D|4d.c planula	D|4d.c planula	5	0.39515848479878	0.175647907174269
Nvec_vc1.1_XM_032374789.2	cnidocyte	D|2d planula	D|2d planula	3	0.395104727583297	0.205108213537307
Nvec_vc1.1_XM_048721411.1	neuronal	D|5d p.polyp	D|5d p.polyp	6	0.394466525327036	0.284137478866603
Nvec_vc1.1_XM_032371461.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.393918250792447	0.373629204949581
Nvec_vc1.1_XM_032366602.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.393738783755238	0.133265486665376
Nvec_vc1.1_XM_032385905.2	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.393629119547575	0.0999117596353027
Nvec_vc1.1_XM_001628279.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.393291639660385	0.165650515057667
Nvec_vc1.1_XM_032383925.2	cnidocyte	D|8d p.polyp	D|8d p.polyp	7	0.39281602795235	0.317322877160739
Nvec_vc1.1_XM_048724160.1	neuronal	D|4d.c planula	D|4d.c planula	5	0.392762166318715	0.0829888532209816
Nvec_vc1.1_XM_001634712.3	NPC	D|18h gastrula	D|18h gastrula	1	0.392749406251088	0.203558974176311
Nvec_vc1.1_XM_032372025.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.3926243567753	0.330684058691827
Nvec_vc1.1_XM_032375228.2	NPC	D|18h gastrula	D|18h gastrula	1	0.39259195635093	0.245947147150593
Nvec_vc1.1_XM_032376736.2	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.392192313690226	0.146440507996857
Nvec_v1g89657	ectoderm.pharyngeal	D|24h gastrula	D|24h gastrula	2	0.392059408592683	0.124091211606132
Nvec_vc1.1_XM_032364561.2	gastrodermis	D|2d planula	D|2d planula	3	0.391360393308952	0.364874591990058
Nvec_vc1.1_XM_032385496.2	NPC	D|24h gastrula	D|24h gastrula	2	0.390848155107017	0.319371045979461
Nvec_vc1.1_XM_032363059.2	secretory	D|24h gastrula	D|24h gastrula	2	0.390804597701149	0.129876255134846
Nvec_vc1.1_XM_001632947.3	secretory	D|24h gastrula	D|24h gastrula	2	0.390783468559838	0.280221720710943
Nvec_v1g99666	gastrodermis	D|2d planula	D|2d planula	3	0.390465777546838	0.390465777546838
Nvec_vc1.1_XM_032381869.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.390327536535449	0.383451340583374
Nvec_vc1.1_XM_001629020.3	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.390204612705625	0.321672867421523
Nvec_vc1.1_XM_001629480.3	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.390075919887396	0.214456301214593
Nvec_vc1.1_XM_048721411.1	gland.mucous	D|5d p.polyp	D|5d p.polyp	6	0.390045961945578	0.296650119519493
Nvec_vc1.1_XM_032366098.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.389992130115425	0.298440481437425
Nvec_vc1.1_XM_032386464.2	mesendoderm.embryonic	D|2d planula	D|2d planula	3	0.389816520756124	0.371741522628925
Nvec_vc1.1_XM_001633901.3	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.389735650845993	0.342661462696105
Nvec_vc1.1_XM_032385963.2	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.389568276303166	0.239392703295679
Nvec_vc1.1_XM_032384134.2	NPC	D|18h gastrula	D|18h gastrula	1	0.389450043190325	0.0674504243907713
Nvec_vc1.1_XM_032372114.2	cnidocyte.mature	D|8d p.polyp	D|8d p.polyp	7	0.389308621800161	0.0856198589339891
Nvec_vc1.1_XM_001627049.3	NPC	D|4d.c planula	D|4d.c planula	5	0.388925632942247	0.106783936616407
Nvec_vc1.1_XM_048723109.1	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.388816076889471	0.304521495499506
Nvec_vc1.1_XM_032385715.2	gland.mucous	D|2d planula	D|2d planula	3	0.388764445995244	0.203885267474009
Nvec_vc1.1_XM_001635275.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.388521283850164	0.371679983617768
Nvec_vc1.1_XM_032384134.2	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.38801996672213	0.0604918768344893
Nvec_vc1.1_XM_048722721.1	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.387896465884987	0.122375668238023
Nvec_vc1.1_XM_001627049.3	cnidocyte.mature	D|2d planula	D|2d planula	3	0.38788216192191	0.122165489021054
Nvec_vc1.1_XM_001629020.3	NPC	D|18h gastrula	D|18h gastrula	1	0.387745465015837	0.286674142082757
Nvec_vc1.1_XM_001623467.3	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.387725818472093	0.13569047588611
Nvec_vc1.1_XM_032363350.2	NPC	D|24h gastrula	D|24h gastrula	2	0.387698613352761	0.110842869039487
Nvec_vc1.1_XM_032367802.2	gland.mucous	D|3d planula	D|3d planula	4	0.387564860144918	0.200154068021118
Nvec_vc1.1_XM_032385499.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.387542579075426	0.319472118459604
Nvec_vc1.1_XM_032363271.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.386944920907185	0.248025399784085
Nvec_vc1.1_XM_001633508.3	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.386323847447736	0.264221271713101
Nvec_vc1.1_XM_001634519.3	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.38621966318472	0.0812989021788716
Nvec_vc1.1_XM_032363059.2	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.386194844910441	0.0795706877146991
Nvec_vc1.1_XM_001640781.3	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.385929591365223	0.159444501514398
Nvec_vc1.1_XM_001628964.3	cnidocyte	D|8d p.polyp	D|8d p.polyp	7	0.385340513515408	0.177709901064596
Nvec_vc1.1_XM_032386296.2	mesendoderm.embryonic	D|24h gastrula	D|24h gastrula	2	0.385271936912898	0.263678538951545
Nvec_vc1.1_XM_032381586.2	ectoderm.epidermis	D|16d p.polyp	D|16d p.polyp	8	0.385174353264932	0.0674168923410495
Nvec_vc1.1_XM_001629605.3	neuronal	D|4d.c planula	D|4d.c planula	5	0.38497950642065	0.0681865701351182
Nvec_vc1.1_XM_048724160.1	cnidocyte.mature	D|2d planula	D|2d planula	3	0.384892786573534	0.302637269911523
Nvec_vc1.1_XM_032378402.2	NPC	D|18h gastrula	D|18h gastrula	1	0.38477397063058	0.239935213201222
Nvec_vc1.1_XM_032384228.2	NPC	D|18h gastrula	D|18h gastrula	1	0.384760516675089	0.146683082450704
Nvec_vc1.1_XM_032364359.2	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.384756524912236	0.134093680053763
Nvec_vc1.1_XM_032387218.2	secretory	D|4d.c planula	D|4d.c planula	5	0.384589414383909	0.0952229535485904
Nvec_vc1.1_XM_048728853.1	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.383707372191704	0.334511373203843
Nvec_vc1.1_XM_032362346.2	mesendoderm.embryonic	D|2d planula	D|2d planula	3	0.383439452104029	0.296548251839872
Nvec_vc1.1_XM_001637508.3	ectoderm.epidermis	D|3d planula	D|3d planula	4	0.383228957797112	0.371527291761367
Nvec_vc1.1_XM_032367023.2	neuronal	D|24h gastrula	D|24h gastrula	2	0.383222227978298	0.318496638450846
Nvec_vc1.1_XM_001634460.3	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.383057090239411	0.261893460900754
Nvec_vc1.1_XM_048723770.1	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.383057090239411	0.293425890684857
Nvec_vc1.1_XM_032384447.2	gastrodermis	D|2d planula	D|2d planula	3	0.382783406945526	0.309587823069991
Nvec_vc1.1_XM_032382158.2	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.382697947214076	0.077823040061029
Nvec_vc1.1_XM_032365192.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.382486287783458	0.203327198842607
Nvec_vc1.1_XM_001625437.3	gastrodermis	D|2d planula	D|2d planula	3	0.382063522992985	0.234297861209572
Nvec_vc1.1_XM_001630363.3	gastrodermis	D|2d planula	D|2d planula	3	0.38201210271066	0.279777708223021
Nvec_vc1.1_XM_001636889.3	ectoderm.pharyngeal	D|8d p.polyp	D|8d p.polyp	7	0.381978021840625	0.327394164837413
Nvec_vc1.1_XM_032374310.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.381838179610776	0.316420568695653
Nvec_vc1.1_XM_032364704.2	NPC	D|2d planula	D|2d planula	3	0.380671495832897	0.133897037591062
Nvec_vc1.1_XM_048723364.1	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.380078636959371	0.364196982805825
Nvec_vc1.1_XM_032375407.2	NPC	D|16d p.polyp	D|16d p.polyp	8	0.379609250847771	0.177672408228514
Nvec_vc1.1_XM_032384447.2	gland.mucous	D|24h gastrula	D|24h gastrula	2	0.37855659496262	0.114370676181939
Nvec_vc1.1_XM_032384912.2	neuronal	D|18h gastrula	D|18h gastrula	1	0.378264395782644	0.324309510606336
Nvec_vc1.1_XM_048730169.1	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.378022393266959	0.15648002782212
Nvec_vc1.1_XM_032363059.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.377833636758496	0.153629593068047
Nvec_vc1.1_XM_001630131.3	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.377644477722291	0.149786828694819
Nvec_vc1.1_XM_001640853.3	ectoderm.epidermis	D|3d planula	D|3d planula	4	0.377638537762556	0.238242309670946
Nvec_vc1.1_XM_001635374.3	NPC	D|18h gastrula	D|18h gastrula	1	0.377425856608121	0.227932608772078
Nvec_vc1.1_XM_032378402.2	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.377121434543279	0.243773108503757
Nvec_vc1.1_XM_001639307.3	cnidocyte	D|3d planula	D|3d planula	4	0.376959861107477	0.139803369247952
Nvec_vc1.1_XM_001622708.3	neuronal	D|18h gastrula	D|18h gastrula	1	0.376317923763179	0.281353302544518
Nvec_vc1.1_XM_001635374.3	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.376271844301307	0.141294995630296
Nvec_vc1.1_XM_048723945.1	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.375451263537906	0.0669728708818053
Nvec_vc1.1_XM_001638266.3	ectoderm.embryonic	D|8d p.polyp	D|8d p.polyp	7	0.375155066842417	0.0603284761856879
Nvec_vc1.1_XM_048729090.1	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.375005775859678	0.255080204326922
Nvec_vc1.1_XM_001628737.3	cnidocyte.mature	D|3d planula	D|3d planula	4	0.374983983274788	0.0965642957918156
Nvec_vc1.1_XM_032364704.2	mesendoderm.embryonic	D|2d planula	D|2d planula	3	0.374911986841286	0.343960940087487
Nvec_vc1.1_XM_001634116.3	neuronal	D|18h gastrula	D|18h gastrula	1	0.374330900243309	0.350153052732336
Nvec_vc1.1_XM_032371744.2	ectoderm.embryonic	D|8d p.polyp	D|8d p.polyp	7	0.374328585496503	0.241824113573891
Nvec_vc1.1_XM_032380131.2	secretory	D|2d planula	D|2d planula	3	0.374323916954344	0.31742093542087
Nvec_vc1.1_XM_032373943.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.374261096426487	0.128076261210949
Nvec_vc1.1_XM_032383663.2	ectoderm.embryonic	D|3d planula	D|3d planula	4	0.37373900324794	0.318843751432105
Nvec_vc1.1_XM_048720635.1	NPC	D|2d planula	D|2d planula	3	0.373676181801185	0.0580938720285844
Nvec_vc1.1_XM_001632568.3	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.373604718269217	0.331367437750467
Nvec_vc1.1_XM_048733302.1	ectoderm.pharyngeal	D|3d planula	D|3d planula	4	0.373134719300289	0.229085466082452
Nvec_vc1.1_XM_048723364.1	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.373070325900515	0.345351002321449
Nvec_vc1.1_XM_001628319.3	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.372922776148583	0.102868024207277
Nvec_vc1.1_XM_032377390.2	neuronal	D|5d p.polyp	D|5d p.polyp	6	0.372192632125301	0.349380706324599
Nvec_vc1.1_XM_001622708.3	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.372076676068644	0.17180742227234
Nvec_vc1.1_XM_048724387.1	ectoderm.pharyngeal	D|24h gastrula	D|24h gastrula	2	0.371910112359551	0.361902553780563
Nvec_vc1.1_XM_032364887.2	neuronal	D|5d p.polyp	D|5d p.polyp	6	0.371822879881752	0.214627872910635
Nvec_vc1.1_XM_048732404.1	secretory	D|2d planula	D|2d planula	3	0.370690912627024	0.11092056270028
Nvec_vc1.1_XM_001628634.3	secretory	D|4d.c planula	D|4d.c planula	5	0.370581302882214	0.13534482710621
Nvec_v1g89657	gastrodermis	D|2d planula	D|2d planula	3	0.370521256080845	0.363765825864691
Nvec_v1g89657	cnidocyte	D|24h gastrula	D|24h gastrula	2	0.370274484952413	0.246644777289401
Nvec_vc1.1_XM_001635120.3	secretory	D|2d planula	D|2d planula	3	0.370156075266203	0.114833075038621
Nvec_vc1.1_XM_032375915.2	retractor muscle	D|5d p.polyp	D|5d p.polyp	6	0.370017714791851	0.261044191901542
Nvec_vc1.1_XM_032386464.2	ectoderm.embryonic	D|5d p.polyp	D|5d p.polyp	6	0.368602441534964	0.249725519986869
Nvec_NVE7697	cnidocyte.mature	D|18h gastrula	D|18h gastrula	1	0.368463995151176	0.100713712039037
Nvec_vc1.1_XM_032381425.2	gastrodermis	D|2d planula	D|2d planula	3	0.36814757079761	0.324399355672097
Nvec_vc1.1_XM_048726662.1	neuronal	D|18h gastrula	D|18h gastrula	1	0.368144042886082	0.0602681020285321
Nvec_vc1.1_XM_001627423.3	mesendoderm.embryonic	D|16d p.polyp	D|16d p.polyp	8	0.367584097859327	0.248534464176258
Nvec_vc1.1_XM_048724160.1	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.367393945305221	0.234356427248058
Nvec_vc1.1_XM_048728853.1	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.367159848071787	0.367159848071787
Nvec_vc1.1_XM_032364359.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.367051416579224	0.189191930340926
Nvec_vc1.1_XM_032374977.2	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.366789425890425	0.366789425890425
Nvec_vc1.1_XM_032372114.2	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.366353412948395	0.186067494699972
Nvec_vc1.1_XM_048725593.1	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.366322484909914	0.122746481631576
Nvec_vc1.1_XM_032384221.2	cnidocyte	D|3d planula	D|3d planula	4	0.366193024242178	0.326189768206656
Nvec_vc1.1_XM_032385169.2	neuronal	D|4d.c planula	D|4d.c planula	5	0.365815353550462	0.167457689316885
Nvec_vc1.1_XM_048720726.1	neuronal	D|4d.c planula	D|4d.c planula	5	0.365815353550462	0.0838682672630677
Nvec_vc1.1_XM_048723364.1	gastrodermis	D|24h gastrula	D|24h gastrula	2	0.365546218487395	0.328436204148146
Nvec_vc1.1_XM_048728399.1	gastrodermis	D|5d p.polyp	D|5d p.polyp	6	0.365267044250238	0.255273717241876
Nvec_vc1.1_XM_032362945.2	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.364613880742913	0.126918017885231
Nvec_vc1.1_XM_048728853.1	NPC	D|18h gastrula	D|18h gastrula	1	0.364491793838181	0.277928759581396
Nvec_vc1.1_XM_032372114.2	secretory	D|2d planula	D|2d planula	3	0.363498635965577	0.13708791733097
Nvec_vc1.1_XM_032372114.2	cnidocyte	D|2d planula	D|2d planula	3	0.363392695193397	0.0564992702648854
Nvec_vc1.1_XM_032376608.2	NPC	D|4d.c planula	D|4d.c planula	5	0.362670369547468	0.155361453108677
Nvec_vc1.1_XM_001623467.3	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.36250180207524	0.135074506573859
Nvec_vc1.1_XM_001634326.3	cnidocyte.mature	D|16d p.polyp	D|16d p.polyp	8	0.362390078864428	0.20801303513952
Nvec_vc1.1_XM_048727456.1	ectoderm.embryonic	D|3d planula	D|3d planula	4	0.362333454859	0.282023285089235
Nvec_vc1.1_XM_048733736.1	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.362082293345364	0.236966631219802
Nvec_vc1.1_XM_001622708.3	gastrodermis	D|2d planula	D|2d planula	3	0.361652377240841	0.298345843600744
Nvec_vc1.1_XM_032387218.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.361450001716385	0.232796856472955
Nvec_vc1.1_XM_032383905.2	ectoderm.embryonic	D|24h gastrula	D|24h gastrula	2	0.361216502217801	0.212017943984307
Nvec_vc1.1_XM_048730169.1	cnidocyte	D|2d planula	D|2d planula	3	0.361062458905078	0.0561324528186509
Nvec_vc1.1_XM_032363859.2	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.360726000730003	0.0674026096817821
Nvec_vc1.1_XM_001637733.3	cnidocyte	D|5d p.polyp	D|5d p.polyp	6	0.36054280105398	0.331041601467062
Nvec_vc1.1_XM_032363859.2	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.360483862280931	0.253223363320705
Nvec_vc1.1_XM_001634519.3	NPC	D|18h gastrula	D|18h gastrula	1	0.360460696803916	0.271112288808599
Nvec_vc1.1_XM_048731064.1	cnidocyte	D|2d planula	D|2d planula	3	0.359943053196807	0.0901323041119653
Nvec_vc1.1_XM_001627907.3	gland.mucous	D|3d planula	D|3d planula	4	0.359605272003685	0.130714376226754
Nvec_vc1.1_XM_032384134.2	mesendoderm.embryonic	D|2d planula	D|2d planula	3	0.358666580207717	0.188953340089058
Nvec_vc1.1_XM_032384228.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.358518416806838	0.187202858553711
Nvec_vc1.1_XM_032376267.2	ectoderm.epidermis	D|24h gastrula	D|24h gastrula	2	0.358465491273146	0.141468316014075
Nvec_vc1.1_XM_032366602.2	NPC	D|4d.c planula	D|4d.c planula	5	0.358349034736204	0.133206506662493
Nvec_vc1.1_XM_001636315.3	NPC	D|24h gastrula	D|24h gastrula	2	0.358131997094391	0.322209189630872
Nvec_vc1.1_XM_032371996.2	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.35793589210501	0.0612284407634123
Nvec_NVE23841	NPC	D|18h gastrula	D|18h gastrula	1	0.357882810250505	0.29250945110872
Nvec_vc1.1_XM_048729090.1	ectoderm.epidermis	D|2d planula	D|2d planula	3	0.357675424018959	0.119197685304924
Nvec_vc1.1_XM_001628892.3	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.357303789095969	0.244933549446809
Nvec_vc1.1_XM_032365096.2	ectoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.35720583203081	0.194448956277704
Nvec_vc1.1_XM_032373618.2	neuronal	D|4d.c planula	D|4d.c planula	5	0.357006219483184	0.27610491556951
Nvec_vc1.1_XM_048729815.1	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.356775300171527	0.374118997669243
Nvec_vc1.1_XM_048723770.1	NPC	D|18h gastrula	D|18h gastrula	1	0.356674119163262	0.140601494436151
Nvec_vc1.1_XM_048719714.1	cnidocyte.mature	D|4d.c planula	D|4d.c planula	5	0.356619796968721	0.267673182851917
Nvec_vc1.1_XM_032374310.2	NPC	D|18h gastrula	D|18h gastrula	1	0.356475669450043	0.264823947174378
Nvec_vc1.1_XM_001640809.3	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.356471261894601	0.279086150065966
Nvec_vc1.1_XM_048723584.1	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.356327073103679	0.173098114270094
Nvec_vc1.1_XM_001627049.3	secretory	D|2d planula	D|2d planula	3	0.356310003797407	0.0826569439512362
Nvec_vc1.1_XM_032364784.2	ectoderm.embryonic	D|2d planula	D|2d planula	3	0.356242350158542	0.316802541751542
Nvec_vc1.1_XM_032376736.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.356097921614653	0.356097921614653
Nvec_vc1.1_XM_001635374.3	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.355871567377283	0.0666477089526753
Nvec_vc1.1_XM_032372078.2	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.355689158145174	0.0756254179726107
Nvec_vc1.1_XM_001647488.3	NPC	D|3d planula	D|3d planula	4	0.355530178534293	0.299084356924033
Nvec_vc1.1_XM_001627907.3	mesendoderm.embryonic	D|24h gastrula	D|24h gastrula	2	0.355288943792658	0.156521974316921
Nvec_vc1.1_XM_032381587.2	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.354880844937278	0.140767518599398
Nvec_vc1.1_XM_032382493.2	cnidocyte	D|2d planula	D|2d planula	3	0.354780293106777	0.111003923066749
Nvec_vc1.1_XM_032372883.2	ectoderm.epidermis	D|18h gastrula	D|18h gastrula	1	0.35474006116208	0.291164983476058
Nvec_vc1.1_XM_032378648.2	gland.mucous	D|8d p.polyp	D|8d p.polyp	7	0.354264051786421	0.240628902649091
Nvec_vc1.1_XM_048723584.1	gastrodermis	D|2d planula	D|2d planula	3	0.35411795271499	0.11729231322738
Nvec_vc1.1_XM_001629020.3	ectoderm.pharyngeal	D|18h gastrula	D|18h gastrula	1	0.35386119257087	0.19888354530258
Nvec_vc1.1_XM_032366797.2	gastrodermis	D|4d.c planula	D|4d.c planula	5	0.353050557618424	0.0606889052411824
Nvec_vc1.1_XM_032366098.2	mesendoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.35226586102719	0.293557567327023
Nvec_vc1.1_XM_048723945.1	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.351888342980069	0.148564784817802
Nvec_vc1.1_XM_032378323.2	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.351757555594575	0.351757555594575
Nvec_vc1.1_XM_001639101.3	ectoderm.pharyngeal	D|24h gastrula	D|24h gastrula	2	0.351652992410513	0.235328456731139
Nvec_vc1.1_XM_048726662.1	NPC	D|4d.c planula	D|4d.c planula	5	0.351366631788901	0.0790500307075437
Nvec_vc1.1_XM_001634519.3	ectoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.350964841122065	0.227562980491205
Nvec_vc1.1_XM_032385089.2	secretory	D|24h gastrula	D|24h gastrula	2	0.350574712643678	0.212401859920212
Nvec_vc1.1_XM_032372883.2	mesendoderm.embryonic	D|4d.c planula	D|4d.c planula	5	0.350453172205438	0.153741253603474
Nvec_vc1.1_XM_001640809.3	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.350398480604873	0.0837890096522488
Nvec_vc1.1_XM_032362346.2	ectoderm.pharyngeal	D|4d.c planula	D|4d.c planula	5	0.350282861896839	0.212218853502295
Nvec_vc1.1_XM_032367127.2	gland.mucous	D|16d p.polyp	D|16d p.polyp	8	0.350210338359154	0.194071672344208
Nvec_vc1.1_XM_048720569.1	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.349875042157381	0.0658798283387004
Nvec_vc1.1_XM_001628737.3	retractor muscle	D|8d p.polyp	D|8d p.polyp	7	0.349583066067992	0.349583066067992
Nvec_vc1.1_XM_048732912.1	neuronal	D|4d.c planula	D|4d.c planula	5	0.349240634825278	0.118150323066535
Nvec_vc1.1_XM_048721411.1	ectoderm.embryonic	D|5d p.polyp	D|5d p.polyp	6	0.349170952237144	0.240411986546615
Nvec_vc1.1_XM_001623467.3	retractor muscle	D|4d.c planula	D|4d.c planula	5	0.349151597022476	0.309233540081036
Nvec_vc1.1_XM_032373619.2	secretory	D|2d planula	D|2d planula	3	0.349144950529045	0.192718252813485
Nvec_vc1.1_XM_032371996.2	gastrodermis	D|2d planula	D|2d planula	3	0.348454705246512	0.242682714359363
Nvec_vc1.1_XM_032365767.2	secretory	D|2d planula	D|2d planula	3	0.347796226965527	0.158384694121551
Nvec_vc1.1_XM_048723364.1	cnidocyte	D|18h gastrula	D|18h gastrula	1	0.347201019341035	0.29914434107082
Nvec_vc1.1_XM_048719424.1	retractor muscle	D|16d p.polyp	D|16d p.polyp	8	0.346822783112094	0.177647934014218
Nvec_vc1.1_XM_048724160.1	gland.mucous	D|2d planula	D|2d planula	3	0.346403683068693	0.15363569323852
Nvec_vc1.1_XM_032371996.2	secretory	D|2d planula	D|2d planula	3	0.345535548676503	0.169922459433205
Nvec_vc1.1_XM_032385715.2	ectoderm.pharyngeal	D|2d planula	D|2d planula	3	0.345160020986359	0.1349553280258
Nvec_vc1.1_XM_001628634.3	mesendoderm.embryonic	D|18h gastrula	D|18h gastrula	1	0.344814202145848	0.344814202145848
Nvec_vc1.1_XM_032385715.2	neuronal	D|4d.c planula	D|4d.c planula	5	0.344398534195864	0.125567454305469
Nvec_vc1.1_XM_032376608.2	cnidocyte	D|4d.c planula	D|4d.c planula	5	0.344025829885986	0.153864670779915
Nvec_vc1.1_XM_032387255.2	cnidocyte.mature	D|2d planula	D|2d planula	3	0.343937855806362	0.117832222473704
Nvec_vc1.1_XM_048729481.1	NPC	D|5d p.polyp	D|5d p.polyp	6	0.343931276104992	0.231125100300566
Nvec_vc1.1_XM_032378323.2	gland.mucous	D|18h gastrula	D|18h gastrula	1	0.343849049695056	0.211980990076118
