ID_JGI_Vienna	ID_DToL	Percentage_overlap/Blast_ID	Source
Nvec_NVE21272	Nvec_vc1.1_XM_032383621.2	100	Itvl_overlap
Nvec_v1g101462	Nvec_vc1.1_XM_032383615.2	100	Itvl_overlap
Nvec_v1g59305	Nvec_vc1.1_XM_032383615.2	100	Itvl_overlap
Nvec_v1g77692	Nvec_vc1.1_XM_032383615.2	100	Itvl_overlap
Nvec_v1g101531	Nvec_vc1.1_XM_001634196.3	100	Itvl_overlap
Nvec_v1g205633	Nvec_vc1.1_XM_032383673.2	100	Itvl_overlap
Nvec_v1g101662	Nvec_vc1.1_XM_032383672.2	100	Itvl_overlap
Nvec_v1g205636	Nvec_vc1.1_XM_001634198.3	100	Itvl_overlap
Nvec_v1g101730	Nvec_vc1.1_XM_001634199.3	100	Itvl_overlap
Nvec_v1g101611	Nvec_vc1.1_XM_032383677.2	100	Itvl_overlap
Nvec_v1g101740	Nvec_vc1.1_XM_001634202.3	100	Itvl_overlap
Nvec_v1g205642	Nvec_vc1.1_XM_001634203.3	98	Itvl_overlap
Nvec_v1g101739	Nvec_vc1.1_XM_048724360.1	100	Itvl_overlap
Nvec_v1g242327	Nvec_vc1.1_XM_032383642.2	99	Itvl_overlap
Nvec_NVE18633	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_v1g101522	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_v1g101648	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_v1g48010	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_v1g57021	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_v1g101464	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_NVE7841	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_NVE7840	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_v1g40613	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_v1g152311	Nvec_vc1.1_XM_032383637.2	100	Itvl_overlap
Nvec_v1g101676	Nvec_vc1.1_XM_032383641.2	100	Itvl_overlap
Nvec_v1g152310	Nvec_vc1.1_XM_032383641.2	100	Itvl_overlap
Nvec_v1g101645	Nvec_vc1.1_XM_001634253.3	67	Itvl_overlap
Nvec_v1g205652	Nvec_vc1.1_XM_032383644.2	100	Itvl_overlap
Nvec_v1g101731	Nvec_vc1.1_XM_032383693.2	100	Itvl_overlap
Nvec_v1g59496	Nvec_vc1.1_XM_032383681.2	59	Itvl_overlap
Nvec_v1g101711	Nvec_vc1.1_XM_048723672.1	75	Itvl_overlap
Nvec_v1g205658	Nvec_vc1.1_XM_048723674.1	98	Itvl_overlap
Nvec_v1g223147	Nvec_vc1.1_XM_048723674.1	100	Itvl_overlap
Nvec_NVE22803	Nvec_vc1.1_XM_048723674.1	100	Itvl_overlap
Nvec_v1g242332	Nvec_vc1.1_XM_032383683.2	100	Itvl_overlap
Nvec_v1g205661	Nvec_vc1.1_XM_048723681.1	100	Itvl_overlap
Nvec_v1g184757	Nvec_vc1.1_XM_001634211.3	95	Itvl_overlap
Nvec_v1g242336	Nvec_vc1.1_XM_048723677.1	100	Itvl_overlap
Nvec_v1g205666	Nvec_vc1.1_XM_032383687.1	100	Itvl_overlap
Nvec_v1g232597	Nvec_vc1.1_XM_032383625.2	100	Itvl_overlap
Nvec_v1g242338	Nvec_vc1.1_XM_032383622.2	100	Itvl_overlap
Nvec_v1g101701	Nvec_vc1.1_XM_032383670.2	99	Itvl_overlap
Nvec_v1g205670	Nvec_vc1.1_XM_001634214.3	99	Itvl_overlap
Nvec_v1g234790	Nvec_vc1.1_XM_001634215.3	96	Itvl_overlap
Nvec_v1g156819	Nvec_vc1.1_XM_001634215.3	100	Itvl_overlap
Nvec_v1g232598	Nvec_vc1.1_XM_001634265.3	100	Itvl_overlap
Nvec_v1g101521	Nvec_vc1.1_XM_032383606.2	98	Itvl_overlap
Nvec_v1g242345	Nvec_vc1.1_XM_001634267.3	93	Itvl_overlap
Nvec_NVE21314	Nvec_vc1.1_XM_032383602.2	87	Itvl_overlap
Nvec_v1g101514	Nvec_vc1.1_XM_001634268.3	100	Itvl_overlap
Nvec_v1g72142	Nvec_vc1.1_XM_048723872.1	100	Itvl_overlap
Nvec_v1g80683	Nvec_vc1.1_XM_048723872.1	100	Itvl_overlap
Nvec_v1g196681	Nvec_vc1.1_XM_032367037.2	100	Itvl_overlap
Nvec_v1g237996	Nvec_vc1.1_XM_032366967.2	98	Itvl_overlap
Nvec_v1g158158	Nvec_vc1.1_XM_001641474.3	100	Itvl_overlap
Nvec_v1g66338	Nvec_vc1.1_XM_032366975.2	100	Itvl_overlap
Nvec_v1g35532	Nvec_vc1.1_XM_032366974.2	63	Itvl_overlap
Nvec_v1g196686	Nvec_vc1.1_XM_048723874.1	100	Itvl_overlap
Nvec_v1g80332	Nvec_vc1.1_XM_032366972.2	100	Itvl_overlap
Nvec_v1g80365	Nvec_vc1.1_XM_032366979.2	100	Itvl_overlap
Nvec_v1g81002	Nvec_vc1.1_XM_001641364.3	100	Itvl_overlap
Nvec_v1g227907	Nvec_vc1.1_XM_032366840.2	100	Itvl_overlap
Nvec_v1g80297	Nvec_vc1.1_XM_032366840.2	100	Itvl_overlap
Nvec_NVE12829	Nvec_vc1.1_XM_032366869.2	100	Itvl_overlap
Nvec_v1g65476	Nvec_vc1.1_XM_048724035.1	100	Itvl_overlap
Nvec_NVE12831	Nvec_vc1.1_XM_048724035.1	100	Itvl_overlap
Nvec_NVE12832	Nvec_vc1.1_XM_032367072.2	98	Itvl_overlap
Nvec_v1g80875	Nvec_vc1.1_XM_032367016.2	100	Itvl_overlap
Nvec_v1g227908	Nvec_vc1.1_XM_032367017.2	100	Itvl_overlap
Nvec_v1g80405	Nvec_vc1.1_XM_032366836.2	100	Itvl_overlap
Nvec_v1g80762	Nvec_vc1.1_XM_001641370.3	100	Itvl_overlap
Nvec_v1g158170	Nvec_vc1.1_XM_048723124.1	100	Itvl_overlap
Nvec_v1g238008	Nvec_vc1.1_XM_001641484.3	68	Itvl_overlap
Nvec_v1g233916	Nvec_vc1.1_XM_032367033.2	100	Itvl_overlap
Nvec_v1g158178	Nvec_vc1.1_XM_032367035.2	100	Itvl_overlap
Nvec_v1g238013	Nvec_vc1.1_XM_032367034.2	100	Itvl_overlap
Nvec_v1g80696	Nvec_vc1.1_XM_048721183.1	97	Itvl_overlap
Nvec_NVE12846	Nvec_vc1.1_XM_048721183.1	100	Itvl_overlap
Nvec_NVE12847	Nvec_vc1.1_XM_048721183.1	100	Itvl_overlap
Nvec_v1g238016	Nvec_vc1.1_XM_032366838.2	91	Itvl_overlap
Nvec_v1g226158	Nvec_vc1.1_XM_001641376.3	90	Itvl_overlap
Nvec_v1g238019	Nvec_vc1.1_XM_032367062.2	82	Itvl_overlap
Nvec_v1g80747	Nvec_vc1.1_XM_032366885.2	100	Itvl_overlap
Nvec_v1g231755	Nvec_vc1.1_XM_032366885.2	100	Itvl_overlap
Nvec_v1g238021	Nvec_vc1.1_XM_032366890.2	93	Itvl_overlap
Nvec_v1g238022	Nvec_vc1.1_XM_001641379.3	100	Itvl_overlap
Nvec_v1g1897	Nvec_vc1.1_XM_032366927.2	100	Itvl_overlap
Nvec_v1g177453	Nvec_vc1.1_XM_048723770.1	98	Itvl_overlap
Nvec_v1g80945	Nvec_vc1.1_XM_048724413.1	100	Itvl_overlap
Nvec_NVE23739	Nvec_vc1.1_XM_048724413.1	100	Itvl_overlap
Nvec_NVE4194	Nvec_vc1.1_XM_048724413.1	100	Itvl_overlap
Nvec_v1g5160	Nvec_vc1.1_XM_048724413.1	100	Itvl_overlap
Nvec_v1g73390	Nvec_vc1.1_XM_048724413.1	100	Itvl_overlap
Nvec_v1g80560	Nvec_vc1.1_XM_032367095.2	100	Itvl_overlap
Nvec_v1g80887	Nvec_vc1.1_XM_001641384.2	97	Itvl_overlap
Nvec_v1g196726	Nvec_vc1.1_XM_048723350.1	100	Itvl_overlap
Nvec_v1g196727	Nvec_vc1.1_XM_032366999.2	92	Itvl_overlap
Nvec_v1g196728	Nvec_vc1.1_XM_048721229.1	100	Itvl_overlap
Nvec_v1g158213	Nvec_vc1.1_XM_048721229.1	100	Itvl_overlap
Nvec_v1g196731	Nvec_vc1.1_XM_048723351.1	100	Itvl_overlap
Nvec_v1g238029	Nvec_vc1.1_XM_048723351.1	100	Itvl_overlap
Nvec_v1g238030	Nvec_vc1.1_XM_001641388.3	97	Itvl_overlap
Nvec_v1g238031	Nvec_vc1.1_XM_001641494.3	100	Itvl_overlap
Nvec_v1g158216	Nvec_vc1.1_XM_001641495.3	100	Itvl_overlap
Nvec_v1g196737	Nvec_vc1.1_XM_001641496.3	100	Itvl_overlap
Nvec_NVE12871	Nvec_vc1.1_XM_032366882.2	100	Itvl_overlap
Nvec_v1g236308	Nvec_vc1.1_XM_001641390.3	100	Itvl_overlap
Nvec_v1g80869	Nvec_vc1.1_XM_001641497.3	100	Itvl_overlap
Nvec_v1g238038	Nvec_vc1.1_XM_001641498.3	100	Itvl_overlap
Nvec_v1g177481	Nvec_vc1.1_XM_001641499.3	100	Itvl_overlap
Nvec_v1g177484	Nvec_vc1.1_XM_001641391.3	85	Itvl_overlap
Nvec_NVE12880	Nvec_vc1.1_XM_032366834.2	100	Itvl_overlap
Nvec_v1g19170	Nvec_vc1.1_XM_032366834.2	100	Itvl_overlap
Nvec_v1g196749	Nvec_vc1.1_XM_001641392.3	100	Itvl_overlap
Nvec_v1g158241	Nvec_vc1.1_XM_048724196.1	100	Itvl_overlap
Nvec_v1g238043	Nvec_vc1.1_XM_048724196.1	100	Itvl_overlap
Nvec_v1g80438	Nvec_vc1.1_XM_032366835.2	99	Itvl_overlap
Nvec_v1g196754	Nvec_vc1.1_XM_001641395.3	100	Itvl_overlap
Nvec_v1g158243	Nvec_vc1.1_XM_001641395.3	100	Itvl_overlap
Nvec_v1g33527	Nvec_vc1.1_XM_001641395.3	100	Itvl_overlap
Nvec_v1g238046	Nvec_vc1.1_XM_032366983.2	100	Itvl_overlap
Nvec_v1g238047	Nvec_vc1.1_XM_032366984.2	100	Itvl_overlap
Nvec_v1g80476	Nvec_vc1.1_XM_032367012.2	93	Itvl_overlap
Nvec_v1g196760	Nvec_vc1.1_XM_001641398.3	100	Itvl_overlap
Nvec_v1g80497	Nvec_vc1.1_XM_048723828.1	100	Itvl_overlap
Nvec_v1g49309	Nvec_vc1.1_XM_048723828.1	100	Itvl_overlap
Nvec_NVE13391	Nvec_vc1.1_XM_048721274.1	52	Itvl_overlap
Nvec_v1g196762	Nvec_vc1.1_XM_048721278.1	100	Itvl_overlap
Nvec_v1g196763	Nvec_vc1.1_XM_048721288.1	100	Itvl_overlap
Nvec_v1g80532	Nvec_vc1.1_XM_032367010.2	89	Itvl_overlap
Nvec_v1g158248	Nvec_vc1.1_XM_032366989.2	97	Itvl_overlap
Nvec_v1g80906	Nvec_vc1.1_XM_032366985.2	100	Itvl_overlap
Nvec_NVE12899	Nvec_vc1.1_XM_032366987.2	95	Itvl_overlap
Nvec_NVE12900	Nvec_vc1.1_XM_032367059.2	99	Itvl_overlap
Nvec_NVE12901	Nvec_vc1.1_XM_032367059.2	100	Itvl_overlap
Nvec_NVE7380	Nvec_vc1.1_XM_048724349.1	100	Itvl_overlap
Nvec_v1g4491	Nvec_vc1.1_XM_048724349.1	100	Itvl_overlap
Nvec_v1g144279	Nvec_vc1.1_XM_048724349.1	100	Itvl_overlap
Nvec_v1g4312	Nvec_vc1.1_XM_048724349.1	100	Itvl_overlap
Nvec_v1g32389	Nvec_vc1.1_XM_048724349.1	100	Itvl_overlap
Nvec_v1g144281	Nvec_vc1.1_XM_048724349.1	100	Itvl_overlap
Nvec_v1g31209	Nvec_vc1.1_XM_048724349.1	100	Itvl_overlap
Nvec_v1g177505	Nvec_vc1.1_XM_048724349.1	100	Itvl_overlap
Nvec_v1g80454	Nvec_vc1.1_XM_032367061.2	97	Itvl_overlap
Nvec_v1g196772	Nvec_vc1.1_XM_032366911.2	100	Itvl_overlap
Nvec_v1g158262	Nvec_vc1.1_XM_048723761.1	99	Itvl_overlap
Nvec_NVE3236	Nvec_vc1.1_XM_048723761.1	100	Itvl_overlap
Nvec_v1g196774	Nvec_vc1.1_XM_032366912.2	91	Itvl_overlap
Nvec_v1g158265	Nvec_vc1.1_XM_032366909.2	56	Itvl_overlap
Nvec_NVE18463	Nvec_vc1.1_XM_001641405.3	100	Itvl_overlap
Nvec_v1g80581	Nvec_vc1.1_XM_032366908.2	100	Itvl_overlap
Nvec_NVE18462	Nvec_vc1.1_XM_032366908.2	100	Itvl_overlap
Nvec_NVE7093	Nvec_vc1.1_XM_032366908.2	100	Itvl_overlap
Nvec_v1g36082	Nvec_vc1.1_XM_048724323.1	100	Itvl_overlap
Nvec_v1g34983	Nvec_vc1.1_XM_048724323.1	100	Itvl_overlap
Nvec_v1g75203	Nvec_vc1.1_XM_048724323.1	100	Itvl_overlap
Nvec_v1g80374	Nvec_vc1.1_XM_048724323.1	100	Itvl_overlap
Nvec_v1g80538	Nvec_vc1.1_XM_048724323.1	100	Itvl_overlap
Nvec_v1g80416	Nvec_vc1.1_XM_048724323.1	100	Itvl_overlap
Nvec_v1g80726	Nvec_vc1.1_XM_048724323.1	100	Itvl_overlap
Nvec_v1g219847	Nvec_vc1.1_XM_048724323.1	100	Itvl_overlap
Nvec_v1g182	Nvec_vc1.1_XM_048723222.1	100	Itvl_overlap
Nvec_v1g80481	Nvec_vc1.1_XM_048723222.1	100	Itvl_overlap
Nvec_v1g196778	Nvec_vc1.1_XM_001641518.3	99	Itvl_overlap
Nvec_v1g238058	Nvec_vc1.1_XM_032366862.2	98	Itvl_overlap
Nvec_NVE12916	Nvec_vc1.1_XM_048724072.1	97	Itvl_overlap
Nvec_NVE7325	Nvec_vc1.1_XM_048724072.1	100	Itvl_overlap
Nvec_v1g238059	Nvec_vc1.1_XM_048724072.1	100	Itvl_overlap
Nvec_NVE12918	Nvec_vc1.1_XM_001641521.3	94	Itvl_overlap
Nvec_v1g238060	Nvec_vc1.1_XM_001641521.3	98	Itvl_overlap
Nvec_v1g80868	Nvec_vc1.1_XM_032366875.2	99	Itvl_overlap
Nvec_v1g196785	Nvec_vc1.1_XM_048723900.1	100	Itvl_overlap
Nvec_v1g196786	Nvec_vc1.1_XM_032366877.2	100	Itvl_overlap
Nvec_v1g196789	Nvec_vc1.1_XM_032366881.2	52	Itvl_overlap
Nvec_v1g238062	Nvec_vc1.1_XM_032366874.2	99	Itvl_overlap
Nvec_v1g7634	Nvec_vc1.1_XM_032366874.2	100	Itvl_overlap
Nvec_v1g66344	Nvec_vc1.1_XM_048721289.1	100	Itvl_overlap
Nvec_NVE24227	Nvec_vc1.1_XM_048721289.1	100	Itvl_overlap
Nvec_NVE14144	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g67572	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g80370	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g80940	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g80996	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g177535	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g177541	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g80765	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g80287	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g238064	Nvec_vc1.1_XM_048723235.1	100	Itvl_overlap
Nvec_v1g66580	Nvec_vc1.1_XM_001641526.3	98	Itvl_overlap
Nvec_v1g80485	Nvec_vc1.1_XM_032367007.2	99	Itvl_overlap
Nvec_v1g80846	Nvec_vc1.1_XM_032367009.2	51	Itvl_overlap
Nvec_v1g238066	Nvec_vc1.1_XM_001641432.3	100	Itvl_overlap
Nvec_v1g177548	Nvec_vc1.1_XM_032367002.2	100	Itvl_overlap
Nvec_NVE5983	Nvec_vc1.1_XM_032367002.2	100	Itvl_overlap
Nvec_v1g177555	Nvec_vc1.1_XM_001641433.3	100	Itvl_overlap
Nvec_v1g80834	Nvec_vc1.1_XM_032367006.2	100	Itvl_overlap
Nvec_v1g196807	Nvec_vc1.1_XM_032366842.2	100	Itvl_overlap
Nvec_NVE12940	Nvec_vc1.1_XM_032366872.2	100	Itvl_overlap
Nvec_v1g80474	Nvec_vc1.1_XM_032366870.2	100	Itvl_overlap
Nvec_v1g238072	Nvec_vc1.1_XM_001641436.3	100	Itvl_overlap
Nvec_v1g80429	Nvec_vc1.1_XM_001641530.3	98	Itvl_overlap
Nvec_v1g196813	Nvec_vc1.1_XM_001641531.3	100	Itvl_overlap
Nvec_v1g177567	Nvec_vc1.1_XM_001641437.3	100	Itvl_overlap
Nvec_v1g238075	Nvec_vc1.1_XM_032366995.2	100	Itvl_overlap
Nvec_v1g80798	Nvec_vc1.1_XM_048723801.1	100	Itvl_overlap
Nvec_NVE12948	Nvec_vc1.1_XM_032367057.2	100	Itvl_overlap
Nvec_NVE12949	Nvec_vc1.1_XM_032367064.2	99	Itvl_overlap
Nvec_v1g227937	Nvec_vc1.1_XM_032367064.2	73	Itvl_overlap
Nvec_v1g80855	Nvec_vc1.1_XM_001641535.3	100	Itvl_overlap
Nvec_v1g158326	Nvec_vc1.1_XM_001641536.3	91	Itvl_overlap
Nvec_v1g61841	Nvec_vc1.1_XM_001641440.3	100	Itvl_overlap
Nvec_v1g196827	Nvec_vc1.1_XM_032367039.2	94	Itvl_overlap
Nvec_v1g196829	Nvec_vc1.1_XM_001641537.3	98	Itvl_overlap
Nvec_v1g196830	Nvec_vc1.1_XM_032367046.2	100	Itvl_overlap
Nvec_v1g177584	Nvec_vc1.1_XM_032367051.2	99	Itvl_overlap
Nvec_v1g196833	Nvec_vc1.1_XM_032367052.2	99	Itvl_overlap
Nvec_v1g80293	Nvec_vc1.1_XM_048721279.1	99	Itvl_overlap
Nvec_v1g158342	Nvec_vc1.1_XM_001641444.3	100	Itvl_overlap
Nvec_v1g196837	Nvec_vc1.1_XM_001641540.3	100	Itvl_overlap
Nvec_NVE12962	Nvec_vc1.1_XM_032366959.2	100	Itvl_overlap
Nvec_v1g80425	Nvec_vc1.1_XM_032366964.2	83	Itvl_overlap
Nvec_NVE12965	Nvec_vc1.1_XM_032366963.2	100	Itvl_overlap
Nvec_v1g80565	Nvec_vc1.1_XM_032366963.2	100	Itvl_overlap
Nvec_v1g158344	Nvec_vc1.1_XM_032366960.2	98	Itvl_overlap
Nvec_NVE5322	Nvec_vc1.1_XM_032366960.2	100	Itvl_overlap
Nvec_v1g196843	Nvec_vc1.1_XM_001641447.3	99	Itvl_overlap
Nvec_v1g238091	Nvec_vc1.1_XM_001641543.3	100	Itvl_overlap
Nvec_v1g196845	Nvec_vc1.1_XM_048723541.1	74	Itvl_overlap
Nvec_v1g177601	Nvec_vc1.1_XM_001641449.3	100	Itvl_overlap
Nvec_v1g196848	Nvec_vc1.1_XM_001641545.3	100	Itvl_overlap
Nvec_v1g77086	Nvec_vc1.1_XM_001641545.3	100	Itvl_overlap
Nvec_v1g80319	Nvec_vc1.1_XM_001641547.3	100	Itvl_overlap
Nvec_v1g196852	Nvec_vc1.1_XM_001641548.3	71	Itvl_overlap
Nvec_v1g80692	Nvec_vc1.1_XM_048723898.1	100	Itvl_overlap
Nvec_v1g158355	Nvec_vc1.1_XM_001641550.3	100	Itvl_overlap
Nvec_v1g80394	Nvec_vc1.1_XM_032367023.2	100	Itvl_overlap
Nvec_v1g80927	Nvec_vc1.1_XM_001641552.3	100	Itvl_overlap
Nvec_NVE12978	Nvec_vc1.1_XM_048724061.1	100	Itvl_overlap
Nvec_v1g81021	Nvec_vc1.1_XM_048724061.1	100	Itvl_overlap
Nvec_v1g158359	Nvec_vc1.1_XM_032366934.2	93	Itvl_overlap
Nvec_v1g177611	Nvec_vc1.1_XM_001641554.3	90	Itvl_overlap
Nvec_v1g158364	Nvec_vc1.1_XM_001641555.3	100	Itvl_overlap
Nvec_v1g80848	Nvec_vc1.1_XM_032366925.2	51	Itvl_overlap
Nvec_v1g238099	Nvec_vc1.1_XM_001641557.3	100	Itvl_overlap
Nvec_v1g158372	Nvec_vc1.1_XM_001641453.3	100	Itvl_overlap
Nvec_v1g227950	Nvec_vc1.1_XM_001641558.3	100	Itvl_overlap
Nvec_v1g238101	Nvec_vc1.1_XM_032366956.2	98	Itvl_overlap
Nvec_v1g238102	Nvec_vc1.1_XM_032366957.2	63	Itvl_overlap
Nvec_v1g80685	Nvec_vc1.1_XM_048723307.1	100	Itvl_overlap
Nvec_v1g80526	Nvec_vc1.1_XM_048723307.1	100	Itvl_overlap
Nvec_v1g80686	Nvec_vc1.1_XM_048723307.1	100	Itvl_overlap
Nvec_v1g81066	Nvec_vc1.1_XM_048723307.1	100	Itvl_overlap
Nvec_v1g80596	Nvec_vc1.1_XM_048723307.1	100	Itvl_overlap
Nvec_v1g80763	Nvec_vc1.1_XM_048723307.1	100	Itvl_overlap
Nvec_v1g81070	Nvec_vc1.1_XM_048723307.1	100	Itvl_overlap
Nvec_v1g7345	Nvec_vc1.1_XM_048723307.1	100	Itvl_overlap
Nvec_v1g238105	Nvec_vc1.1_XM_032366884.2	95	Itvl_overlap
Nvec_v1g177626	Nvec_vc1.1_XM_032366883.2	100	Itvl_overlap
Nvec_v1g158380	Nvec_vc1.1_XM_032366883.2	100	Itvl_overlap
Nvec_v1g80458	Nvec_vc1.1_XM_032367038.2	92	Itvl_overlap
Nvec_NVE12997	Nvec_vc1.1_XM_032367099.2	100	Itvl_overlap
Nvec_v1g196876	Nvec_vc1.1_XM_001641575.3	100	Itvl_overlap
Nvec_v1g80987	Nvec_vc1.1_XM_032367075.2	100	Itvl_overlap
Nvec_v1g238109	Nvec_vc1.1_XM_001641576.3	99	Itvl_overlap
Nvec_v1g196879	Nvec_vc1.1_XM_048723934.1	100	Itvl_overlap
Nvec_v1g80435	Nvec_vc1.1_XM_001641577.3	95	Itvl_overlap
Nvec_v1g158385	Nvec_vc1.1_XM_001641578.3	70	Itvl_overlap
Nvec_NVE11433	Nvec_vc1.1_XM_001641578.3	100	Itvl_overlap
Nvec_v1g216468	Nvec_vc1.1_XM_001641578.3	100	Itvl_overlap
Nvec_v1g80908	Nvec_vc1.1_XM_048724037.1	100	Itvl_overlap
Nvec_v1g80445	Nvec_vc1.1_XM_032367014.2	100	Itvl_overlap
Nvec_v1g80977	Nvec_vc1.1_XM_048720780.1	100	Itvl_overlap
Nvec_NVE13006	Nvec_vc1.1_XM_048720780.1	100	Itvl_overlap
Nvec_NVE13004	Nvec_vc1.1_XM_048720780.1	98	Itvl_overlap
Nvec_v1g238113	Nvec_vc1.1_XM_048720805.1	100	Itvl_overlap
Nvec_v1g225981	Nvec_vc1.1_XM_048720805.1	100	Itvl_overlap
Nvec_NVE13007	Nvec_vc1.1_XM_048720805.1	100	Itvl_overlap
Nvec_v1g238114	Nvec_vc1.1_XM_048720805.1	71	Itvl_overlap
Nvec_v1g81082	Nvec_vc1.1_XM_001641583.3	100	Itvl_overlap
Nvec_v1g233945	Nvec_vc1.1_XM_001641584.3	93	Itvl_overlap
Nvec_v1g151104	Nvec_vc1.1_XM_001641584.3	91	Itvl_overlap
Nvec_NVE16239	Nvec_vc1.1_XM_001641585.3	85	Itvl_overlap
Nvec_v1g177644	Nvec_vc1.1_XM_001641585.3	97	Itvl_overlap
Nvec_v1g238117	Nvec_vc1.1_XM_001641461.3	99	Itvl_overlap
Nvec_v1g81041	Nvec_vc1.1_XM_001641461.3	100	Itvl_overlap
Nvec_v1g238119	Nvec_vc1.1_XM_048723803.1	98	Itvl_overlap
Nvec_v1g80579	Nvec_vc1.1_XM_048723803.1	100	Itvl_overlap
Nvec_v1g238120	Nvec_vc1.1_XM_048723642.1	100	Itvl_overlap
Nvec_v1g202682	Nvec_vc1.1_XM_048723642.1	100	Itvl_overlap
Nvec_NVE11435	Nvec_vc1.1_XM_048723642.1	100	Itvl_overlap
Nvec_v1g238121	Nvec_vc1.1_XM_048723642.1	100	Itvl_overlap
Nvec_v1g145699	Nvec_vc1.1_XM_048723642.1	98	Itvl_overlap
Nvec_v1g158412	Nvec_vc1.1_XM_001641590.3	100	Itvl_overlap
Nvec_NVE4549	Nvec_vc1.1_XM_032367029.2	100	Itvl_overlap
Nvec_v1g238123	Nvec_vc1.1_XM_032367029.2	100	Itvl_overlap
Nvec_v1g36409	Nvec_vc1.1_XM_032366900.2	100	Itvl_overlap
Nvec_v1g238125	Nvec_vc1.1_XM_032366897.2	100	Itvl_overlap
Nvec_v1g196900	Nvec_vc1.1_XM_032366892.2	100	Itvl_overlap
Nvec_NVE6094	Nvec_vc1.1_XM_001641594.3	100	Itvl_overlap
Nvec_v1g80671	Nvec_vc1.1_XM_001641594.3	100	Itvl_overlap
Nvec_v1g222964	Nvec_vc1.1_XM_001641594.3	100	Itvl_overlap
Nvec_NVE13022	Nvec_vc1.1_XM_001641595.3	99	Itvl_overlap
Nvec_v1g196903	Nvec_vc1.1_XM_001641595.3	100	Itvl_overlap
Nvec_v1g80821	Nvec_vc1.1_XM_032367087.2	100	Itvl_overlap
Nvec_v1g80340	Nvec_vc1.1_XM_032366845.2	95	Itvl_overlap
Nvec_v1g238126	Nvec_vc1.1_XM_048723596.1	100	Itvl_overlap
Nvec_v1g80734	Nvec_vc1.1_XM_001641466.3	100	Itvl_overlap
Nvec_v1g238127	Nvec_vc1.1_XM_032366848.2	100	Itvl_overlap
Nvec_v1g223674	Nvec_vc1.1_XM_032366858.2	100	Itvl_overlap
Nvec_NVE13029	Nvec_vc1.1_XM_032366858.2	99	Itvl_overlap
Nvec_NVE13028	Nvec_vc1.1_XM_032366858.2	100	Itvl_overlap
Nvec_NVE13030	Nvec_vc1.1_XM_032366860.2	100	Itvl_overlap
Nvec_v1g238129	Nvec_vc1.1_XM_032366846.2	100	Itvl_overlap
Nvec_v1g198132	Nvec_vc1.1_XM_032366846.2	100	Itvl_overlap
Nvec_v1g30373	Nvec_vc1.1_XM_048723584.1	100	Itvl_overlap
Nvec_NVE13033	Nvec_vc1.1_XM_048723584.1	95	Itvl_overlap
Nvec_v1g203940	Nvec_vc1.1_XM_032385177.2	100	Itvl_overlap
Nvec_v1g196912	Nvec_vc1.1_XM_032385177.2	100	Itvl_overlap
Nvec_v1g203941	Nvec_vc1.1_XM_048723825.1	91	Itvl_overlap
Nvec_v1g158435	Nvec_vc1.1_XM_048723825.1	100	Itvl_overlap
Nvec_v1g224617	Nvec_vc1.1_XM_048723825.1	100	Itvl_overlap
Nvec_v1g224442	Nvec_vc1.1_XM_048723825.1	100	Itvl_overlap
Nvec_NVE13037	Nvec_vc1.1_XM_032366992.2	100	Itvl_overlap
Nvec_v1g158438	Nvec_vc1.1_XM_048723827.1	95	Itvl_overlap
Nvec_v1g152221	Nvec_vc1.1_XM_048723827.1	100	Itvl_overlap
Nvec_v1g177691	Nvec_vc1.1_XM_048724257.1	100	Itvl_overlap
Nvec_v1g225587	Nvec_vc1.1_XM_048724257.1	100	Itvl_overlap
Nvec_v1g231774	Nvec_vc1.1_XM_048724250.1	100	Itvl_overlap
Nvec_NVE19706	Nvec_vc1.1_XM_048724250.1	100	Itvl_overlap
Nvec_v1g80463	Nvec_vc1.1_XM_048724250.1	100	Itvl_overlap
Nvec_v1g240817	Nvec_vc1.1_XM_048724008.1	97	Itvl_overlap
Nvec_v1g232290	Nvec_vc1.1_XM_001636797.3	89	Itvl_overlap
